participant&question,duration,energy,power,min_pitch,max_pitch,mean_pitch,pitch_sd,pitch_abs,pitch_quant,pitchUvsVRatio,Time:8,iDifference,diffPitchMaxMin,diffPitchMaxMean,diffPitchMaxMode,intensityMin,intensityMax,intensityMean,intensitySD,intensityQuant,diffIntMaxMin,diffIntMaxMean,diffIntMaxMode,avgVal1,avgVal2,avgVal3,avgBand1,avgBand2,avgBand3,fmean1,fmean2,fmean3,f2meanf1,f3meanf1,f1STD,f2STD,f3STD,f2STDf1,f2STDf2,jitter,shimmer,jitterRap,meanPeriod,percentUnvoiced,numVoiceBreaks,PercentBreaks,speakRate,numPause,maxDurPause,avgDurPause,TotDurPause:3,iInterval,MaxRising:3,MaxFalling:3,AvgTotRis:3,AvgTotFall:3,numRising,numFall,loudness
P1Q1,51.952125,0.015331298910692567,0.0002951043660041349,75.23265683492697,396.6356134849851,127.9892220315714,27.821527731530136,217.62869190944105,119.69036704477608,0.7738298599248378,51.92606250,3.9691246698041596,321.4029566500581,268.6463914534137,276.94524644020896,35.146922681149505,72.86780605029898,58.6842847121461,7.887425781780951,54.2730293449856,37.720883369149476,14.183521338152879,18.59477670531338,626.4717480559489,1812.8705223268746,2726.754871959634,369.51375715338247,460.5545847929735,490.54754746489607,626.4717480559486,1812.8705223268755,2726.7548719596343,2.893778574935789,4.352558404143892,287.8392772688164,376.685245501289,397.97269523546413,1.3086652005087491,1.382621228803993,0.023119999999999998,0.17719000000000001,0.01236,0.007842754,0.38000999999999996,136,0.42117,0.00034164673727365904,55,1.2906666666666666,0.494,27.176,138,274.562,257.247,25.872,20.106,91,4722.964842268151596
P1Q2,38.6773125,0.015185090128652518,0.00039260975355132337,75.16552661448273,397.61304084155176,131.06748974376217,26.452852516390664,195.85224562032067,124.82058278860322,0.7173333333333334,38.65115625,35.84898469683546,322.44751422706906,266.5455510977896,272.7924580529485,36.601937355610445,73.18680045554578,59.926280260159274,8.233813244355819,55.64922947599867,36.58486309993533,13.260520195386505,17.537570979547105,613.3168173038706,1809.325806539266,2705.6089845812653,358.0675880165575,444.2724673766784,496.4023416308512,613.3168173038714,1809.3258065392677,2705.608984581266,2.950067168373155,4.411437789159393,277.2131546994202,382.56851851570485,388.22700995390323,1.3800518194402445,1.4004638790495147,0.022090000000000002,0.18462,0.01195,0.007663894,0.36594000000000004,97,0.38674000000000003,0.00044444444444444447,40,1.8666666666666671,0.522,20.875,100,268.613,270.193,24.647,15.886,71,2928.48258658841568
P1Q3,43.593895833333335,0.014680488971159016,0.0003367556097139139,71.03476089860668,395.93068836100036,127.73908642178806,26.00632980493918,189.44173653555026,120.45784752661581,1.0683760683760684,43.56882292,74.92942320220325,324.8959274623937,268.1916019392123,275.47284083438456,36.927891911319804,75.15532044795755,59.25869016271251,8.469902007077538,54.49842313534956,38.227428536637746,15.896630285245038,20.65689731260799,651.6052729548525,1817.7086992812533,2741.2750774186056,412.49704055488644,480.24767003380066,524.4368462156812,651.6052729548525,1817.7086992812533,2741.2750774186015,2.7895856198929136,4.206956559740018,290.25000325254894,397.2065780804858,402.35506657626087,1.3684981003596168,1.386236217286683,0.022010000000000002,0.16783,0.01187,0.007862214,0.4534,112,0.43099,0.0004748338081671415,44,2.6240000000000006,0.505,22.229,114,283.912,203.506,23.720,16.951,79,3528.448990000388267
P1Q4,23.4358125,0.0089201522024523,0.00038062056531866777,74.93867315858779,248.73373789240907,129.56391399809183,19.33432746636148,103.02464010121872,124.47385145640821,1.1214868540344516,23.40853125,80.77259200313438,173.79506473382128,119.16982389431723,124.25988643600085,37.05538195863888,72.41651557781698,59.79571697306661,9.31301962426461,52.22961567944433,35.3611336191781,12.62079860475037,20.18689989837265,701.8537644321211,1843.846315257044,2775.7994803965344,490.418838033163,465.1882722053282,532.2699037728337,701.8537644321221,1843.8463152570464,2775.7994803965353,2.6271089630030318,3.9549541814347413,334.5354091084477,410.48022940573424,394.6665466418272,1.2270157903454315,1.1797452105103963,0.02338,0.16456,0.01257,0.007713983,0.47179000000000004,55,0.46003,0.0009066183136899365,24,2.9333333333333336,0.507,12.171,55,100.655,83.172,13.148,5.044,36,1924.546685181593787
P1Q5,13.274833333333333,0.003431761176723133,0.00025851632864617004,93.94985377256975,263.6691876315708,130.17848197980499,26.595483109486278,174.93460118424974,120.27247956857846,1.0784929356357928,13.24679167,51.00920659687564,169.71933385900107,133.49070565176584,143.39670806299236,36.3580381682964,69.9702867309458,58.12322394947831,8.342690556512022,52.022604134392516,33.6122485626494,11.847062781467493,17.947682596553285,681.2111625821952,1836.203738225686,2810.800836731448,460.3199691487684,521.6712878795242,531.5153625928741,681.211162582195,1836.203738225685,2810.800836731446,2.6954986046696328,4.126181412055611,332.9875642537508,422.0438121315475,383.323037020848,1.2674461674788913,1.151163221004672,0.02617,0.18581,0.014190000000000001,0.007702425,0.44335,32,0.46576,0.0015698587127158557,12,2.8480000000000008,0.628,7.541,32,129.591,117.119,14.706,11.073,19,1322.366515938877313
P3Q1,61.736020833333335,0.020426769345523402,0.0003308727882004068,73.87108468189162,399.8327431756235,125.35708647204063,64.49903620693541,315.1599336613748,95.83182288526119,1.9763627592860589,61.70863542,6.9728893865392365,325.9616584937319,274.47565670358284,304.0009202903623,33.83039969264064,73.49818201653665,59.18037357328678,8.301686299647209,53.802645682144636,39.667782323896006,14.317808443249866,19.69553633439201,692.5224036031324,1868.7772562945324,2968.456838501223,487.56311941250294,657.1825525170764,652.3239677378867,692.5224036031336,1868.777256294532,2968.4568385012267,2.698508014428771,4.286441598216324,355.63743219253627,472.43949350318775,443.9733031762022,1.3284301671805367,1.2483874389685794,0.036930000000000004,0.20373000000000002,0.01894,0.008133868,0.55689,171,0.63073,0.000482392667631452,50,3.296000000000001,0.782,39.115,182,307.350,308.024,41.655,38.960,95,8725.431952288717213
P3Q2,67.12239583333333,0.022777823407542502,0.0003393475921822045,73.40541041285715,422.6505564152903,133.0114979500301,68.80715046021494,377.06538125458957,97.83419241120839,1.8071129707112972,67.09557292,173.77378188016252,349.2451460024331,289.6390584652602,324.8163640040819,35.343463359598246,73.75258781554786,59.289884371378406,7.596249555132158,55.05618490242037,38.40912445594961,14.462703444169449,18.696402913127486,638.300934877077,1864.052986622316,--undefined--,463.7908766875666,590.4682151625793,--undefined--,638.3009348770792,1864.052986622316,2935.976518988415,2.92033566734676,4.599674477296216,344.12077594428644,432.1426554024023,413.13162718289016,1.2557877513107976,1.200542530596225,0.03925,0.20677,0.02053,0.007605498,0.50425,216,0.6417499999999999,0.00041841004184100416,63,2.7093333333333334,0.640,40.345,236,311.776,311.697,41.288,39.407,120,11627.08389563651348
P3Q3,133.00175,0.05427331253007287,0.00040806464975139703,57.56073432538879,398.9286738459129,126.8897410408202,66.89670892420826,342.3140644162597,96.02491694081682,1.8800086636343947,132.97587500,16.32040200483476,341.3679395205241,272.0389328050927,302.9037569050961,35.538237441070514,78.00457645710458,60.08887346810358,8.231649275774686,55.06536017715537,42.46633901603406,17.915702989000998,22.939216279949207,657.5356576719171,1811.0966455998753,2913.6059143024604,456.29352703707104,621.9200532490747,638.1642273732766,657.5356576719164,1811.0966455998757,2913.605914302456,2.754370237520319,4.431099485339588,322.35826998144205,463.56964177744,419.51453907088774,1.4380572330411359,1.3013922028277385,0.03939,0.19782,0.02108,0.00797876,0.52478,387,0.6667000000000001,0.00021659085986571366,126,3.253333333333334,0.671,84.581,417,304.360,299.641,42.705,39.798,218,19927.986044093403002
P3Q4,110.21329166666666,0.032555753113304185,0.00029538862891208316,75.25454353521714,386.0333983052284,139.267521074352,66.06025315329268,247.9190634564593,101.65710494085641,2.9675909254591284,110.18789583,19.392313529533794,310.77885477001126,246.76587723087638,284.376293364372,33.327360838285216,76.18993511675805,58.677348510437575,9.140214061619643,50.03911396622129,42.862574278472835,17.512586606320475,26.150821150536764,764.7466450041004,1929.3392324892206,3008.878462690948,552.581998824491,684.9921616137036,712.3106709639119,764.7466450041001,1929.3392324892225,3008.878462690946,2.5228475928506735,3.9344774930981417,380.59986785249583,482.9099641253646,434.03511123157926,1.2688127477556554,1.1403974301950957,0.038290000000000005,0.20046,0.020110000000000003,0.007278909,0.6489400000000001,253,0.7479300000000001,0.00036010082823190496,78,9.781333333333336,1.061,82.792,262,295.974,258.743,39.140,35.916,142,12024.08619687774747
P3Q5,73.75175,0.021057821895141385,0.0002855230132863476,72.58915358729817,394.59493047567145,119.21136521296425,56.38183000274276,212.28033779339918,96.50300221457542,2.2648361381753763,73.72587500,1.0609045799539985,322.00577688837325,275.3835652627072,298.09192826109603,34.73692516648177,75.53269998809253,58.53996825950987,8.489142779671862,53.09539284090029,40.79577482161076,16.992731728582662,22.437307147192243,709.4016313022206,1837.8046672723349,2961.085899231421,495.34914282205807,641.9825544065241,665.8623799056753,709.4016313022182,1837.8046672723285,2961.085899231421,2.5906405993157207,4.174061305435515,354.0617748744323,470.01189871753013,422.00723112357326,1.3274855747537826,1.1919028290281768,0.03675,0.19811,0.01984,0.008454958,0.58831,191,0.69658,0.0004428697962798937,73,2.6560000000000006,0.635,46.375,195,295.705,285.646,28.344,27.230,104,9126.709046134339587
