Pitch,Yaw  ,Roll ,inBrL,otBrL,inBrR,otBrR,EyeOL,EyeOR,oLipH,iLipH,LipCDt,dicCoeff_local0,dicCoeff_local1,dicCoeff_local2,dicCoeff_local3,dicCoeff_local4,dicCoeff_local5,dicCoeff_local6,dicCoeff_local7,dicCoeff_local8,dicCoeff_local9,dicCoeff_local10,dicCoeff_local11,dicCoeff_local12,dicCoeff_local13,dicCoeff_local14,dicCoeff_local15,dicCoeff_local16,dicCoeff_local17,dicCoeff_local18,dicCoeff_local19,dicCoeff_local20,dicCoeff_local21,dicCoeff_local22,dicCoeff_local23,
0.863636,0.85428,0.861678,1.00747,1.00114,1.00739,1.01758,0.963247,0.964797,1.01267,1.08893,1.08856,-1.35537,-0.67965,5.77873,1.40143,-2.57927,0.62891,-3.24845,-0.189848,-0.764206,-0.297823,-0.796622,-0.608567,1.14579,-0.193607,-0.0586306,0.216032,-1.1319,-0.0135828,-0.0547656,0.0800897,0.0730295,-0.513608,0.329068,0.169168,
0.726429,0.707812,0.724861,1.01464,0.998146,1.01304,1.03448,0.930816,0.932736,1.02101,1.17372,1.18271,-1.09119,-0.889972,5.96583,1.37171,-2.93999,1.14483,-3.24089,-0.00871295,-0.830427,-0.132169,-0.838673,-0.559172,1.20379,-0.2037,0.0428404,0.399151,-1.08559,-0.0233668,-0.0518436,0.144358,0.0990354,-0.483767,0.184676,0.0724528,
0.588012,0.561161,0.590022,1.02138,0.994655,1.01796,1.05336,0.902067,0.903841,1.02631,1.24282,1.27635,-0.796782,-0.772151,5.90115,1.3517,-2.98405,1.45542,-3.25745,-0.0966321,-0.784176,-0.0825376,-0.762061,-0.551456,1.21177,-0.193296,0.101298,0.321228,-1.02052,-0.0105959,-0.0343805,0.0859755,0.0148329,-0.516404,0.193327,0.0446324,
0.452936,0.415312,0.457349,1.0278,0.991355,1.02168,1.0725,0.870135,0.871325,1.03211,1.30532,1.36909,-0.634847,-1.13706,5.81337,1.45043,-2.94267,1.62152,-3.09124,-0.239405,-0.871211,0.250383,-0.766707,-0.499842,1.27997,-0.0811274,-0.0303776,0.499118,-1.05989,-0.0805632,0.041321,0.0460213,0.0749438,-0.565586,0.13355,-0.0257216,
0.319678,0.27022,0.325987,1.0335,0.98606,1.02481,1.09052,0.835015,0.835544,1.0379,1.36798,1.46509,-0.606589,-1.42809,5.7665,1.32068,-3.00109,1.71303,-3.10937,-0.333238,-0.972705,0.181197,-0.848463,-0.516774,1.23808,-0.0368497,-0.0837731,0.482655,-1.1319,-0.0945837,0.0895829,0.0444746,0.0592392,-0.547373,0.168793,-0.0194024,
0.188646,0.125744,0.195546,1.04,0.98098,1.02925,1.11008,0.804459,0.80464,1.04172,1.42113,1.5506,-0.394467,-1.21915,5.35865,1.54585,-2.69833,1.74567,-3.03191,-0.352777,-0.934666,0.240771,-0.895664,-0.439694,1.3114,-0.18723,-0.142829,0.501099,-1.10513,-0.0397072,0.108678,0.0843443,0.024307,-0.538054,0.220039,0.0413089,
0.193982,0.12797,0.203222,1.03952,0.973589,1.02746,1.11228,0.808158,0.807031,1.03385,1.39329,1.54582,-0.591469,-1.16566,5.25258,1.56472,-2.5402,1.65579,-3.07705,-0.190276,-0.931422,0.0921938,-1.13574,-0.501314,1.30061,-0.250092,-0.0946606,0.486573,-1.32203,-0.0585475,0.119604,0.160213,0.052469,-0.542375,0.291908,0.0087721,
0.200403,0.131487,0.209293,1.04013,0.970913,1.02874,1.11501,0.803958,0.803096,1.03226,1.38539,1.52863,-0.74489,-0.751597,5.31719,1.68951,-2.30301,1.49553,-3.10314,-0.14112,-0.617897,-0.238713,-1.12833,-0.544073,1.31659,-0.307754,-0.119842,0.432206,-1.29487,0.0235331,0.0779647,0.288202,0.0597396,-0.557248,0.343376,0.156788,
0.207061,0.134976,0.213382,1.04066,0.969116,1.03037,1.11509,0.799025,0.799239,1.03209,1.37221,1.50873,-0.416508,-0.49547,5.24333,1.91062,-2.33996,1.35043,-3.08241,-0.187706,-0.478543,-0.087776,-1.12252,-0.515101,1.33114,-0.312118,-0.272907,0.338947,-1.29607,0.0164284,0.0866854,0.198308,0.0368496,-0.548109,0.335,0.17866,
0.209464,0.138186,0.215607,1.04252,0.970129,1.03398,1.11613,0.79673,0.798541,1.03412,1.39349,1.48614,-0.771123,-0.374145,5.38068,1.85361,-2.06362,1.21433,-3.04821,-0.171157,-0.337381,-0.227606,-1.09704,-0.523003,1.26361,-0.247437,-0.147043,0.361126,-1.29085,0.174665,0.00751926,0.316702,0.104308,-0.52177,0.292245,0.263907,
