Pitch,Yaw  ,Roll ,inBrL,otBrL,inBrR,otBrR,EyeOL,EyeOR,oLipH,iLipH,LipCDt,dicCoeff_local0,dicCoeff_local1,dicCoeff_local2,dicCoeff_local3,dicCoeff_local4,dicCoeff_local5,dicCoeff_local6,dicCoeff_local7,dicCoeff_local8,dicCoeff_local9,dicCoeff_local10,dicCoeff_local11,dicCoeff_local12,dicCoeff_local13,dicCoeff_local14,dicCoeff_local15,dicCoeff_local16,dicCoeff_local17,dicCoeff_local18,dicCoeff_local19,dicCoeff_local20,dicCoeff_local21,dicCoeff_local22,dicCoeff_local23,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.862246,0.856214,0.839012,1.0047,0.999413,1.00571,1.03198,1.01393,1.01756,0.971668,0.922417,0.961395,3.13099,5.96087,1.6162,-0.997837,-2.22366,0.347589,-2.36015,0.00325554,2.26379,0.24676,0.362091,1.25485,0.770515,-0.611828,-1.68368,1.85987,-0.532746,0.966117,-0.073101,0.180501,-1.1757,-0.107731,0.327873,0.272471,
0.725598,0.713913,0.679221,1.01615,1.00402,1.01857,1.06352,1.00506,1.0125,0.946851,0.843611,0.927212,2.95018,5.10061,1.45825,-1.24904,-1.36261,-0.121216,-2.56883,-0.362123,1.38556,-0.812672,0.263957,1.03396,0.947279,-0.598916,-1.68401,1.58039,-0.552279,1.00265,-0.0392356,0.00358241,-1.11596,-0.0275768,0.291239,0.220007,
0.589067,0.56989,0.520927,1.02115,1.00388,1.02516,1.08887,0.990478,1.00124,0.92166,0.766462,0.899905,3.27984,4.8494,1.90944,-1.4376,-2.00054,-0.0208932,-2.54627,-0.113501,2.0713,-0.427697,0.688339,0.978076,0.890428,-0.536538,-1.87516,1.6872,-0.333067,0.978712,0.147548,-0.0411261,-1.04933,-0.0236689,0.340756,0.332633,
0.45061,0.426268,0.363684,1.02428,0.996519,1.02939,1.10931,1.01137,1.02664,0.894203,0.692415,0.869555,3.54828,5.35797,2.2353,-0.906293,-2.39024,-0.332318,-2.3551,0.236796,2.52759,-0.209767,0.591718,1.4429,0.767897,-0.737583,-1.62541,1.5246,-0.641207,1.07108,0.0322223,0.117333,-0.871189,0.0173356,0.282668,0.33394,
0.310777,0.282328,0.207662,1.0231,0.986222,1.02982,1.12409,1.04776,1.06695,0.866663,0.620795,0.842051,3.49192,5.64295,2.47469,-0.855422,-3.03072,-0.237154,-2.474,0.510704,2.87063,0.157698,0.737531,1.63938,0.569273,-0.553674,-1.69001,1.4205,-0.429882,1.04602,-0.0198432,0.244358,-0.869762,0.0112197,0.383048,0.352723,
