Pitch,Yaw  ,Roll ,inBrL,otBrL,inBrR,otBrR,EyeOL,EyeOR,oLipH,iLipH,LipCDt,dicCoeff_local0,dicCoeff_local1,dicCoeff_local2,dicCoeff_local3,dicCoeff_local4,dicCoeff_local5,dicCoeff_local6,dicCoeff_local7,dicCoeff_local8,dicCoeff_local9,dicCoeff_local10,dicCoeff_local11,dicCoeff_local12,dicCoeff_local13,dicCoeff_local14,dicCoeff_local15,dicCoeff_local16,dicCoeff_local17,dicCoeff_local18,dicCoeff_local19,dicCoeff_local20,dicCoeff_local21,dicCoeff_local22,dicCoeff_local23,
0.8559,0.845028,0.84133,1.00974,0.998051,1.00832,1.00646,1.01047,1.01091,0.956792,0.924109,0.984491,4.04881,3.74114,1.91277,2.54516,-1.71164,0.553521,-2.64894,0.407516,1.45524,-0.387074,-0.621097,0.461773,0.87707,-0.370826,-0.642396,1.05793,-0.545593,0.0309282,-0.199699,0.262818,0.449706,-0.504803,-0.00260627,0.0404093,
0.712092,0.69158,0.681517,1.02117,0.997127,1.01903,1.01389,1.02187,1.02304,0.912999,0.84842,0.973705,4.52639,3.57184,2.32623,2.68175,-1.58524,0.767172,-2.6129,0.424769,1.31239,-0.582201,-0.735579,0.553496,0.870356,-0.387604,-0.719067,1.01033,-0.665016,-0.11391,-0.336056,0.1128,0.649792,-0.46199,0.127606,0.0374609,
0.568831,0.538936,0.520295,1.03067,0.997772,1.02804,1.02279,1.02854,1.03046,0.867679,0.77249,0.961721,4.5436,3.59889,2.05207,2.37344,-1.72266,0.76002,-2.57172,0.213615,1.42278,-0.294876,-0.757059,0.428588,0.973327,-0.292588,-0.669157,1.14142,-0.646747,-0.14683,-0.0715788,0.0641556,0.522953,-0.472837,0.169586,0.0355466,
0.422648,0.386863,0.359412,1.04075,0.998978,1.03727,1.03054,1.03111,1.03427,0.825328,0.69481,0.938727,3.88376,3.82175,1.57901,2.29355,-1.59627,0.373563,-2.73488,0.067995,1.53095,-0.554171,-0.532895,0.55632,0.871478,-0.252678,-0.643572,1.28631,-0.68163,-0.00390854,-0.107213,0.231148,0.610081,-0.4004,0.102933,0.0272935,
0.273988,0.235886,0.198687,1.0515,1.00566,1.04723,1.04303,1.04027,1.04502,0.781753,0.613776,0.92261,3.76696,3.58991,1.37933,2.1871,-1.64322,-0.0319253,-2.96329,-0.0852169,1.04115,-0.151377,-0.258913,0.473943,0.894445,-0.381623,-0.565022,1.12268,-0.563215,-0.0881833,-0.00962228,0.0609836,0.45125,-0.334819,0.0737955,0.0594725,
0.124301,0.0848031,0.0393362,1.0589,1.00979,1.05442,1.05233,1.03363,1.04044,0.741502,0.532143,0.898895,3.1753,3.2913,0.69099,2.10926,-1.54616,-0.334247,-2.90704,-0.268291,1.24189,-0.535509,-0.43039,0.370097,0.817316,-0.495238,-0.486075,1.01186,-0.576457,-0.0412614,-0.084297,0.220619,0.350573,-0.258488,0.0735818,0.0264535,
0.115915,0.0893824,0.0403544,1.05579,1.01825,1.05278,1.05304,1.01209,1.0203,0.74288,0.525916,0.897527,3.50011,3.10088,1.07943,2.22684,-1.73401,-0.577799,-3.03079,-0.258073,1.27919,-0.551001,-0.0400554,0.30264,0.839846,-0.389208,-0.496023,0.921859,-0.311546,-0.174559,-0.12251,0.180953,0.373707,-0.304342,0.114416,0.00499729,
0.107991,0.0924329,0.0433271,1.05173,1.02494,1.04856,1.0533,1.00052,1.00966,0.743647,0.518893,0.890605,3.71219,3.10783,1.02089,2.25383,-1.77843,-0.565008,-2.9414,-0.38911,1.18106,-0.407596,0.0764846,0.454508,0.916635,-0.318166,-0.466493,0.924178,-0.377273,-0.103336,-0.0606446,0.0750249,0.321054,-0.361354,0.0178704,0.0304726,
0.100524,0.095272,0.0480183,1.0499,1.03015,1.04644,1.0504,0.984849,0.995636,0.747904,0.51346,0.885877,3.79048,3.01141,1.30438,2.18605,-1.50734,-0.921659,-2.73761,-0.0924751,1.3644,-0.56247,0.113326,0.3651,0.868465,-0.301368,-0.539532,0.965019,-0.499657,-0.114953,-0.103123,0.146568,0.422382,-0.349766,0.0333541,0.00718279,
0.0964031,0.09799,0.052152,1.0465,1.0314,1.04316,1.04751,0.9731,0.986514,0.749099,0.510672,0.894047,3.87454,3.03993,1.45723,2.06418,-1.66036,-1.25899,-2.63079,-0.111796,1.47072,-0.640068,0.366401,0.360177,0.801853,-0.457874,-0.516616,0.941085,-0.761218,-0.128041,-0.0786549,0.127401,0.528287,-0.397222,0.109543,-0.000719979,
