Pitch,Yaw  ,Roll ,inBrL,otBrL,inBrR,otBrR,EyeOL,EyeOR,oLipH,iLipH,LipCDt,dicCoeff_local0,dicCoeff_local1,dicCoeff_local2,dicCoeff_local3,dicCoeff_local4,dicCoeff_local5,dicCoeff_local6,dicCoeff_local7,dicCoeff_local8,dicCoeff_local9,dicCoeff_local10,dicCoeff_local11,dicCoeff_local12,dicCoeff_local13,dicCoeff_local14,dicCoeff_local15,dicCoeff_local16,dicCoeff_local17,dicCoeff_local18,dicCoeff_local19,dicCoeff_local20,dicCoeff_local21,dicCoeff_local22,dicCoeff_local23,
0.882003,0.856732,0.829923,0.997884,0.998196,0.995955,1.01105,1.00398,1.0074,0.968642,0.910478,0.968749,4.65802,1.40962,-0.193647,-0.40581,0.730097,-0.52025,0.528427,0.549336,2.09419,0.552623,0.622046,0.564485,0.824649,-0.891434,-0.403659,0.910043,-0.883828,0.141747,0.560585,0.0106123,0.744886,-0.378619,-0.00472364,0.00242885,
0.765151,0.713638,0.660234,0.996508,0.996912,0.993023,1.02014,1.01322,1.01998,0.937251,0.821428,0.936032,4.70846,1.36832,-0.264304,-0.395661,0.897603,-0.578131,0.617321,0.654899,2.02784,0.486109,0.669284,0.658146,0.813567,-0.733584,-0.374519,0.90359,-0.84134,0.176301,0.553667,0.0330364,0.791949,-0.365182,0.0510704,-0.00721603,
0.648575,0.570698,0.491095,0.994408,0.995357,0.98961,1.02817,1.01734,1.02749,0.907201,0.73139,0.90522,4.60285,1.16077,-0.296146,-0.371789,0.772755,-0.695012,0.473514,0.625424,2.00784,0.440266,0.74274,0.646911,0.849776,-0.822323,-0.409669,0.906447,-0.772033,0.089209,0.574181,-0.0386483,0.79108,-0.367759,0.0618055,-0.0081405,
0.532008,0.42778,0.321943,0.992386,0.993466,0.985938,1.03719,1.02371,1.03744,0.874648,0.640028,0.872625,4.95818,1.26632,-0.203248,-0.228696,0.786165,-0.757772,0.521625,0.687382,2.15029,0.657076,0.734304,0.692491,0.88578,-0.834308,-0.482652,1.03755,-0.845747,0.136327,0.598853,-0.000917925,0.76846,-0.38305,0.0243967,-0.00634386,
0.415266,0.284877,0.152974,0.991147,0.991986,0.983089,1.04801,1.027,1.0442,0.84272,0.54958,0.837448,4.81504,1.28914,-0.346545,-0.198385,0.943857,-0.565996,0.479655,0.619237,2.11929,0.49535,0.722924,0.677505,0.907399,-0.804875,-0.437164,1.03524,-0.855154,0.141156,0.560548,0.0372068,0.74007,-0.342657,0.0515061,0.00278252,
0.298855,0.142121,-0.0159363,0.988754,0.988977,0.979263,1.05845,1.03124,1.05224,0.811204,0.459838,0.801786,4.78336,1.37695,-0.352976,-0.315199,0.837972,-0.610491,0.61442,0.675013,2.21897,0.578911,0.693844,0.678995,0.890135,-0.902969,-0.447867,1.07578,-0.906585,0.159793,0.557327,0.0267745,0.740352,-0.357148,0.0717052,0.00824258,
0.300923,0.142979,-0.0149957,0.988432,0.98824,0.97945,1.05918,1.02857,1.04998,0.810954,0.460031,0.797721,4.72583,1.35724,-0.419811,-0.447633,0.903459,-0.543008,0.740693,0.720833,2.12465,0.622365,0.70485,0.590935,0.858776,-0.951701,-0.451329,1.10155,-0.915686,0.165381,0.498844,0.0183633,0.763217,-0.353153,0.0829037,-0.0103262,
0.302387,0.143985,-0.0149426,0.987786,0.988586,0.978849,1.06221,1.02012,1.04176,0.810296,0.458142,0.796177,4.61892,1.46859,-0.470873,-0.659685,0.791328,-0.524484,0.547729,0.677738,2.00081,0.441612,0.662945,0.593032,0.880824,-0.902386,-0.423071,0.998316,-0.875038,0.154767,0.467335,0.019552,0.767115,-0.329581,0.0475069,-0.0413612,
0.303988,0.14484,-0.0154326,0.987261,0.989978,0.978282,1.06634,1.0161,1.03781,0.809221,0.458237,0.794966,4.56802,1.20628,-0.469579,-0.764642,0.812434,-0.472903,0.591621,0.608524,1.89467,0.475701,0.706166,0.589301,0.89232,-0.873544,-0.399309,0.965468,-0.833906,0.156499,0.466083,-0.0120951,0.800824,-0.366782,0.0876661,-0.0276272,
0.306082,0.145733,-0.0162919,0.987066,0.991793,0.977972,1.07191,1.00531,1.02742,0.810113,0.460388,0.795654,4.67335,1.15834,-0.425894,-0.711702,0.921086,-0.606874,0.511209,0.697466,1.93951,0.662981,0.66401,0.527216,0.913897,-0.971071,-0.515399,1.0807,-0.989177,0.177163,0.528203,0.0218639,0.787782,-0.388099,0.0378651,-0.0140106,
0.308366,0.146804,-0.0179698,0.989323,0.997371,0.979773,1.08086,0.984253,1.00629,0.811216,0.460992,0.798054,4.61419,1.00567,-0.508528,-0.744398,1.35092,-0.328476,0.437186,0.439983,1.6103,0.195677,0.783566,0.399287,1.01052,-0.900525,-0.501568,1.03457,-0.912275,0.160102,0.381923,-0.023656,0.722673,-0.366831,0.0367666,-0.0148906,
0.310943,0.148029,-0.0204737,1.00545,1.03162,0.996875,1.11029,0.923258,0.945486,0.810383,0.453016,0.807692,5.32503,-0.39961,-0.37687,-0.83747,3.51785,-1.12248,0.255608,-0.563006,0.0679752,-1.09719,0.817603,-0.104769,1.57427,-0.892357,-0.307419,0.705161,-0.965664,0.290762,0.185962,-0.34147,0.708428,-0.336315,0.12277,0.0214899,
0.315496,0.148503,-0.023983,1.01727,1.04737,1.00812,1.12549,0.881519,0.903703,0.80747,0.444019,0.811013,5.43353,0.099856,-0.618843,-0.648434,2.57683,-0.80705,0.116119,-0.0637498,0.809167,-1.00571,1.02562,0.282331,1.32861,-1.04477,-0.524369,0.801918,-0.937814,0.266055,0.304626,-0.139373,0.702201,-0.350954,6.60968e-05,0.00603003,
0.322326,0.148097,-0.0294888,1.02104,1.05474,1.0112,1.13898,0.847737,0.87041,0.804255,0.437007,0.806293,5.6425,0.435758,-0.801477,-0.713092,2.01904,-0.609522,0.383883,0.0897625,1.71466,-0.056501,0.919474,0.458416,1.32895,-1.20122,-0.727502,1.0735,-1.03333,0.366103,0.433085,-0.0650954,0.631005,-0.381795,-0.0070988,0.108847,
0.332479,0.146769,-0.0365629,1.01748,1.04519,1.00545,1.14413,0.836558,0.861699,0.800782,0.435659,0.796853,6.01106,0.410462,-0.288342,-0.204766,0.9427,-0.836067,1.27926,0.35505,2.63937,1.36927,0.69346,0.852444,1.38809,-1.33166,-0.889884,1.70218,-1.54969,0.437949,0.656688,0.0778695,0.641089,-0.416938,-0.131305,0.0987896,
0.346893,0.143126,-0.0456369,1.00848,1.03146,0.993934,1.15003,0.831992,0.860531,0.79712,0.437609,0.78866,6.34211,0.0728164,-0.0086896,0.0310293,0.6837,-1.02748,1.62054,0.572356,3.15881,2.4422,0.438254,0.843196,1.54291,-1.68662,-0.980917,2.02096,-1.86569,0.550884,0.797067,0.151742,0.54371,-0.451085,-0.230628,0.151147,
0.366745,0.13829,-0.0552725,0.996777,1.01646,0.980211,1.1523,0.833909,0.866319,0.795085,0.443212,0.784616,6.56894,-0.36151,0.523799,0.28555,0.91096,-1.18651,1.71254,0.363752,3.24633,2.67535,0.459015,0.842063,1.48369,-1.68724,-1.13273,2.21641,-1.76872,0.492228,0.840255,0.133157,0.471449,-0.422086,-0.244848,0.233895,
