Pitch,Yaw  ,Roll ,inBrL,otBrL,inBrR,otBrR,EyeOL,EyeOR,oLipH,iLipH,LipCDt,dicCoeff_local0,dicCoeff_local1,dicCoeff_local2,dicCoeff_local3,dicCoeff_local4,dicCoeff_local5,dicCoeff_local6,dicCoeff_local7,dicCoeff_local8,dicCoeff_local9,dicCoeff_local10,dicCoeff_local11,dicCoeff_local12,dicCoeff_local13,dicCoeff_local14,dicCoeff_local15,dicCoeff_local16,dicCoeff_local17,dicCoeff_local18,dicCoeff_local19,dicCoeff_local20,dicCoeff_local21,dicCoeff_local22,dicCoeff_local23,
0.863772,0.836565,0.86194,0.97073,0.919065,0.971008,0.937655,1.06681,1.06526,0.88275,1.11486,1.02104,8.73863,-3.50574,-4.67596,1.31095,-6.46832,2.98673,-4.6689,-1.36377,-0.821742,-0.0411221,-0.109313,1.05498,-1.70045,0.116838,-0.187807,-0.573116,-0.307416,1.40343,0.359416,-0.665341,0.183786,-0.446661,0.789111,-0.687435,
0.729942,0.672222,0.725804,0.940241,0.833145,0.941764,0.868014,1.12905,1.12564,0.766427,1.22748,1.03195,8.34618,-3.32494,-5.40727,1.51971,-6.46832,3.02049,-4.79213,-1.36926,-0.631959,-0.212797,-0.31776,1.00815,-1.84076,0.105737,-0.353837,-0.613589,-0.116023,1.48988,0.504369,-0.636906,0.114508,-0.544969,0.895142,-0.698497,
0.598172,0.50644,0.590602,0.907312,0.747741,0.909802,0.799609,1.17432,1.16787,0.65163,1.32864,1.0396,7.86694,-3.84969,-5.94747,1.47523,-6.46832,3.31399,-5.0527,-1.44973,-0.442334,-0.058526,-0.867399,0.887055,-1.74972,-0.0861579,-0.368919,-0.519015,-0.0223057,1.44796,0.605447,-0.589972,0.00396296,-0.525153,0.739727,-0.729699,
0.468721,0.339846,0.456411,0.872173,0.657154,0.875901,0.724117,1.23442,1.22368,0.536719,1.43097,1.04271,7.74474,-4.20115,-6.80841,1.33758,-6.46832,3.68713,-5.0304,-1.5085,-0.297031,0.21372,-0.99204,1.08643,-2.02354,-0.31805,-0.414494,-0.671091,0.40757,1.41119,0.947984,-0.578054,0.00761835,-0.525284,0.689199,-0.592685,
0.341457,0.171694,0.322214,0.836531,0.567987,0.841548,0.652405,1.2911,1.27585,0.42042,1.53666,1.04422,7.6522,-4.1129,-7.30485,0.790991,-6.46832,3.72757,-5.14851,-1.46554,-0.356728,0.0341921,-1.07907,1.01311,-2.02492,-0.623044,-0.281049,-0.749769,0.467505,1.35551,0.901437,-0.567449,-0.0660362,-0.509245,0.590991,-0.593751,
0.217372,0.00306672,0.187155,0.799752,0.479879,0.806667,0.584277,1.35738,1.33747,0.304662,1.639,1.04498,7.39468,-3.97299,-7.68435,0.386464,-6.46832,3.68448,-5.49342,-1.16457,-0.24666,-0.00978729,-1.10792,1.17171,-2.1073,-0.818555,-0.0672322,-0.946696,0.541331,1.22719,0.850558,-0.458259,-0.228689,-0.560697,0.5669,-0.597352,
0.230819,-0.00519564,0.189716,0.791252,0.469413,0.80078,0.567172,1.36068,1.33767,0.303849,1.63113,1.03167,8.08141,-4.91806,-7.4008,0.627826,-6.46832,3.11741,-5.38303,-1.00881,-0.176988,-0.167944,-1.53149,1.28155,-2.15626,-0.465214,-0.000515011,-0.89693,0.644346,1.27167,1.07208,-0.426815,-0.400093,-0.502864,0.59251,-0.597618,
0.245024,-0.0158157,0.190672,0.78058,0.469103,0.7937,0.556575,1.35415,1.32854,0.311057,1.58569,1.0316,7.24088,-5.25591,-6.85454,0.788791,-6.46832,2.50452,-5.35022,-1.0973,0.342113,-0.207751,-1.31732,1.24977,-1.74424,-0.0820516,0.143169,-1.05662,1.02024,1.03447,1.15454,-0.171325,-0.68702,-0.604311,0.765414,-0.575446,
0.262002,-0.0253249,0.191115,0.770885,0.482337,0.79056,0.554573,1.35893,1.33342,0.333976,1.51302,1.03783,5.79985,-4.9033,-5.81465,1.33492,-6.46832,1.46519,-5.33304,-1.50868,0.498103,0.027528,-1.31444,1.31878,-0.712443,-0.0779324,0.505693,-1.18485,1.05565,0.492576,1.2119,0.00680367,-1.03596,-0.813413,0.929009,-0.659592,
0.277746,-0.031923,0.189866,0.762202,0.503819,0.786957,0.552175,1.35638,1.33244,0.400506,1.32923,1.05537,3.10382,-5.60901,-4.05317,1.53263,-6.46832,0.11725,-4.04145,-1.91747,1.34572,-0.118638,-1.09295,2.02004,-0.128821,0.812121,0.941361,-1.33675,0.997524,-0.57963,1.46602,0.481132,-1.38115,-0.870892,0.703497,-0.556753,
0.292425,-0.0346267,0.188293,0.752661,0.523081,0.781705,0.542493,1.32758,1.30583,0.490242,1.14653,1.07623,1.42513,-6.03662,-3.19936,0.995013,-6.45099,-0.239705,-3.35149,-2.093,1.91952,-0.52458,-0.798774,1.94114,-0.0748962,0.953237,1.00112,-1.00335,0.991914,-0.9303,1.50003,0.914363,-1.13071,-0.96539,0.653388,-0.494502,
0.30028,-0.0346737,0.187874,0.749514,0.541649,0.780761,0.527737,1.33612,1.31827,0.593655,1.01494,1.10404,0.548116,-5.73281,-1.81088,0.92025,-6.40798,-0.833327,-2.40769,-2.12877,1.273,-0.519604,-0.492803,2.65945,-0.052354,0.899989,1.32122,-0.977544,0.660107,-0.6873,1.23587,0.888696,-0.872573,-0.983776,0.542114,-0.48233,
0.30546,-0.0299181,0.189196,0.751726,0.573344,0.78413,0.531893,1.31266,1.29877,0.731935,0.980804,1.11608,-1.83645,-5.37197,-0.655088,1.19177,-5.0345,-0.428749,-1.36457,-1.9577,1.60893,-0.393525,0.0679748,2.28103,0.19802,1.10718,1.29544,-0.507744,0.772671,-0.289947,1.21806,0.504175,-0.507515,-0.854726,0.655098,-0.469021,
0.30939,-0.0204017,0.192239,0.764221,0.62045,0.793255,0.555514,1.23907,1.22944,0.896025,1.10184,1.09534,-4.30911,-3.87897,-0.27233,0.388811,-3.10884,-0.658135,-0.261031,-2.00987,2.19302,-0.847878,0.5476,1.81152,0.407085,1.27722,0.605181,0.0343833,0.461611,-0.0663006,0.667198,0.526851,0.0941712,-0.805306,0.449074,-0.44325,
0.308507,-0.0113313,0.196529,0.779805,0.661191,0.801344,0.576593,1.16122,1.15395,1.04689,1.27038,1.06495,-4.27935,-3.61725,-0.186769,0.0501244,-2.60932,-0.480567,0.240203,-2.12184,2.38276,-0.59006,0.0558482,1.81594,0.477965,1.43023,0.44936,0.320995,0.147533,-0.321052,0.601766,0.623072,0.273425,-0.677067,0.308541,-0.425298,
0.309831,-0.00571875,0.203582,0.793165,0.69008,0.808086,0.597285,1.09318,1.08645,1.14615,1.51277,1.03011,-3.19627,-3.53417,-0.168357,-0.225801,-3.05283,0.366865,0.451955,-1.97321,2.66167,-0.319234,0.0497312,2.03199,0.190287,1.34855,0.286223,0.280574,0.406438,-0.263672,0.709964,0.519878,0.352885,-1.08414,0.428377,-0.498916,
