Pitch,Yaw  ,Roll ,inBrL,otBrL,inBrR,otBrR,EyeOL,EyeOR,oLipH,iLipH,LipCDt,dicCoeff_local0,dicCoeff_local1,dicCoeff_local2,dicCoeff_local3,dicCoeff_local4,dicCoeff_local5,dicCoeff_local6,dicCoeff_local7,dicCoeff_local8,dicCoeff_local9,dicCoeff_local10,dicCoeff_local11,dicCoeff_local12,dicCoeff_local13,dicCoeff_local14,dicCoeff_local15,dicCoeff_local16,dicCoeff_local17,dicCoeff_local18,dicCoeff_local19,dicCoeff_local20,dicCoeff_local21,dicCoeff_local22,dicCoeff_local23,
0.863803,0.845147,0.866379,1.01011,1.03029,1.02218,1.05194,0.972904,0.98166,1.04425,1.15832,0.989876,-5.09101,2.76108,1.55537,1.01263,2.11528,-1.4185,1.52812,-0.364789,-0.68271,1.36594,-1.19539,-1.55672,1.06413,-2.54255,0.694009,0.241414,-1.07781,0.0276424,-0.0702791,0.332303,-0.0344332,0.77923,0.94507,0.114294,
0.726807,0.689565,0.732649,1.02414,1.05367,1.04717,1.10952,0.953995,0.971508,1.08254,1.30207,0.971293,-4.77799,3.24337,1.10076,1.33951,2.36945,-0.330393,1.93241,-0.00849052,-0.956178,1.38156,-1.28796,-1.59334,1.24751,-2.88553,0.672333,0.479351,-1.18751,0.0965856,-0.234015,0.40986,-0.106943,0.849122,1.03035,0.161931,
0.591442,0.535049,0.598326,1.04077,1.07684,1.07222,1.16874,0.933439,0.959267,1.12061,1.44124,0.950204,-4.32485,3.10691,1.26287,1.18664,2.3239,-0.12933,1.74995,-0.544204,-0.816987,0.732956,-1.32989,-1.19853,1.04363,-2.86628,0.64945,0.56368,-1.27316,-0.164833,-0.390802,0.366187,-0.118446,0.83183,0.811412,0.211191,
0.456682,0.381018,0.46313,1.05806,1.09922,1.0971,1.22771,0.912903,0.947037,1.15844,1.58186,0.923405,-4.33991,3.20315,0.901433,1.07189,2.59582,-0.11619,1.97427,-0.454368,-0.80424,0.706029,-1.35911,-1.19904,0.972589,-2.81625,0.661342,0.604792,-1.34887,-0.108877,-0.407368,0.407092,-0.100534,0.776759,0.736319,0.14125,
0.321719,0.227387,0.327788,1.0739,1.12128,1.12259,1.28519,0.892489,0.934933,1.19429,1.71538,0.91165,-3.66869,2.63544,1.66067,0.628526,2.40068,0.0990243,1.90928,-0.256872,-0.934066,0.471736,-1.52148,-1.18122,1.18116,-2.54622,0.565999,0.4481,-1.2818,-0.077824,-0.356343,0.379197,-0.286243,0.839518,0.978239,0.289551,
0.183523,0.0770231,0.191498,1.08947,1.1416,1.14525,1.34587,0.867763,0.918629,1.22569,1.84794,0.908086,-2.66453,1.82288,2.22025,0.269006,2.80272,0.249711,1.72248,-0.0898875,-0.633447,0.538219,-1.28689,-1.10915,0.783661,-2.73717,0.429017,0.402803,-1.50222,0.214354,-0.359363,0.301244,-0.153358,0.731568,0.757929,0.292351,
0.182286,0.0830557,0.189037,1.09608,1.13384,1.1464,1.34877,0.865263,0.91563,1.21444,1.81353,0.908538,-2.31633,1.38431,1.80426,-0.208523,3.10038,-0.141214,2.28942,-0.156844,-0.889019,0.035734,-1.19923,-0.866836,1.072,-2.3559,0.376913,0.50436,-1.54289,0.17728,-0.435577,0.113139,0.123445,0.741733,0.692961,0.186612,
0.183259,0.0905944,0.186836,1.09885,1.13824,1.14522,1.35496,0.84814,0.898324,1.20354,1.79231,0.929836,-1.87289,0.703624,2.21512,0.135057,3.55468,-0.234939,1.83391,0.115708,-0.950244,0.447704,-1.10922,-1.23162,1.14545,-2.3565,0.603393,0.412248,-1.6476,0.243233,-0.314474,0.213238,-0.119647,0.632992,0.74586,0.232248,
0.182502,0.0988754,0.185436,1.10049,1.14058,1.14396,1.35545,0.838498,0.888967,1.19624,1.77618,0.945053,-1.73654,0.488826,1.85145,0.0121296,3.80963,-0.579877,2.40457,0.0787259,-1.00009,0.113312,-0.982767,-0.863457,1.21813,-2.3957,0.635395,0.506127,-1.67163,0.108904,-0.430719,0.173859,-0.0195594,0.560723,0.585801,0.151031,
0.184923,0.108624,0.184997,1.1018,1.14771,1.14464,1.36223,0.818039,0.868517,1.18196,1.75598,0.967724,-0.895452,0.0525775,2.16185,0.0431307,4.1344,-0.354004,2.06628,-0.283159,-0.776109,-0.176625,-0.976001,-0.879888,1.00722,-2.59177,0.727823,0.697847,-1.46255,0.099539,-0.456638,0.207539,-0.172458,0.680006,0.726586,0.308687,
