Pitch,Yaw  ,Roll ,inBrL,otBrL,inBrR,otBrR,EyeOL,EyeOR,oLipH,iLipH,LipCDt,dicCoeff_local0,dicCoeff_local1,dicCoeff_local2,dicCoeff_local3,dicCoeff_local4,dicCoeff_local5,dicCoeff_local6,dicCoeff_local7,dicCoeff_local8,dicCoeff_local9,dicCoeff_local10,dicCoeff_local11,dicCoeff_local12,dicCoeff_local13,dicCoeff_local14,dicCoeff_local15,dicCoeff_local16,dicCoeff_local17,dicCoeff_local18,dicCoeff_local19,dicCoeff_local20,dicCoeff_local21,dicCoeff_local22,dicCoeff_local23,
0.859495,0.861871,0.841633,1.01696,1.02663,1.02014,1.04119,0.955928,0.962673,1.0052,1.04406,1.0458,3.16595,2.21886,8.08466,-0.469959,0.33992,-1.17666,0.403854,-0.658333,1.28665,-0.862691,-1.87229,-0.247496,1.53518,-0.890568,-0.435752,0.869844,-1.62356,-0.264667,-0.161123,0.644563,-0.242875,-0.455332,0.327892,0.176852,
0.717463,0.726186,0.682896,1.0408,1.06442,1.04788,1.09496,0.914145,0.927355,1.0178,1.12146,1.09082,2.482,1.65527,8.22676,-0.538858,1.10058,-1.17325,0.420094,-1.32249,0.48721,-0.871895,-1.62196,-0.079637,1.78826,-0.857385,-0.240127,1.10049,-1.47119,-0.0874854,-0.119637,0.589024,-0.433144,-0.212618,0.362309,0.298039,
0.573447,0.591617,0.524117,1.07509,1.11617,1.08727,1.16163,0.880251,0.899825,1.03498,1.19762,1.1384,2.05352,1.75967,8.26481,-0.411344,1.82856,-1.29185,-0.0400834,-1.87115,-0.806361,-1.2574,-1.41065,0.0695147,2.06213,-0.9078,-0.207741,0.812456,-1.32902,-0.113675,-0.377051,0.451858,-0.546384,-0.412062,0.57611,0.25147,
0.424847,0.460018,0.366546,1.11208,1.17293,1.13019,1.22865,0.857009,0.883012,1.05212,1.27872,1.18393,1.44154,1.9622,7.8909,-0.13948,1.89598,-1.46184,-0.82721,-1.85682,-1.19026,-1.26408,-1.37064,0.187466,1.81141,-1.09948,-0.137225,0.6589,-1.10582,0.00421925,-0.475228,0.363666,-0.385402,-0.327602,0.6546,0.22273,
0.2737,0.332158,0.210468,1.145,1.23097,1.16909,1.29602,0.815568,0.848609,1.07165,1.36996,1.23007,0.94623,1.67012,7.76239,-0.288889,1.33367,-1.65784,-1.13506,-2.22319,-1.18438,-0.944851,-1.49748,0.141485,1.87442,-1.44015,-0.47557,0.753129,-1.15577,-0.0369779,-0.513813,0.494874,-0.0950136,0.0489232,0.485228,0.241043,
0.122787,0.205244,0.0551086,1.1721,1.27242,1.20293,1.3562,0.764563,0.80592,1.09102,1.46275,1.2717,0.333947,1.932,7.26445,0.356181,0.606766,-1.63946,-1.16182,-2.15274,-0.874592,-0.640442,-1.16992,-0.226876,1.79058,-1.5968,-0.737497,0.718906,-1.42083,0.167376,-0.33632,0.692918,-0.323378,0.133699,0.587887,0.263523,
0.110156,0.215748,0.0591934,1.17719,1.28142,1.21323,1.36717,0.760561,0.804343,1.10178,1.49596,1.27176,0.497925,2.48959,7.4108,0.263944,-0.205403,-1.88654,-0.960007,-1.81401,-0.544964,-0.19522,-1.50337,-0.387644,1.5454,-1.78033,-0.920594,0.882743,-1.33769,0.0661466,-0.306265,0.684548,-0.438844,-0.0501469,0.741259,0.234079,
0.0993555,0.222628,0.0626131,1.17438,1.27251,1.21395,1.36216,0.761524,0.808182,1.10189,1.49443,1.27123,0.72626,2.96543,7.47873,0.0621403,-0.510437,-1.77436,-1.08652,-1.52604,-0.0963506,-0.331664,-1.49518,-0.333995,1.46092,-1.91199,-0.91323,0.903565,-1.45615,0.152458,-0.165892,0.741032,-0.410699,-0.136109,0.677164,0.330698,
0.0918879,0.227798,0.0651457,1.15977,1.24836,1.2012,1.34345,0.751586,0.800835,1.09386,1.48532,1.26684,1.05357,3.05345,7.46353,0.0894984,-0.633049,-1.57652,-0.995143,-1.30167,0.0754433,-0.195295,-1.48787,-0.370463,1.53136,-1.86387,-0.982215,0.971535,-1.38075,0.0763848,-0.203542,0.898554,-0.361539,-0.0672856,0.645663,0.26791,
0.0913161,0.229481,0.0650919,1.14124,1.21503,1.18348,1.32183,0.730255,0.782096,1.08269,1.46094,1.26151,1.50509,3.23919,7.49815,0.0364527,-0.747165,-1.42887,-0.672245,-1.16199,0.39184,-0.228654,-1.61593,-0.389627,1.54268,-1.76866,-1.0426,1.09496,-1.47941,0.0635751,-0.153849,0.930892,-0.394387,0.051806,0.609371,0.299529,
