Pitch,Yaw  ,Roll ,inBrL,otBrL,inBrR,otBrR,EyeOL,EyeOR,oLipH,iLipH,LipCDt,dicCoeff_local0,dicCoeff_local1,dicCoeff_local2,dicCoeff_local3,dicCoeff_local4,dicCoeff_local5,dicCoeff_local6,dicCoeff_local7,dicCoeff_local8,dicCoeff_local9,dicCoeff_local10,dicCoeff_local11,dicCoeff_local12,dicCoeff_local13,dicCoeff_local14,dicCoeff_local15,dicCoeff_local16,dicCoeff_local17,dicCoeff_local18,dicCoeff_local19,dicCoeff_local20,dicCoeff_local21,dicCoeff_local22,dicCoeff_local23,
0.858321,0.865627,0.856228,1.02166,1.00968,1.02228,1.02221,1.03888,1.03907,0.979176,0.932402,0.996897,2.24,3.88771,1.89304,0.35965,0.925147,0.484796,-0.319699,0.55457,-0.248433,0.531712,1.47045,-0.198183,0.148459,-0.194026,-0.492029,0.383276,0.333428,0.0994204,0.698089,0.230191,-0.210289,-0.0461571,0.341239,-0.0762368,
0.717825,0.730996,0.712973,1.04372,1.01851,1.0446,1.04676,1.08004,1.08013,0.95824,0.863577,0.992968,2.25735,3.82984,1.8486,0.447957,0.992088,0.812537,-0.301767,0.542775,-0.270538,0.527571,1.39823,-0.155645,0.226943,-0.32238,-0.396767,0.377539,0.32924,0.0668531,0.692106,0.228937,-0.206395,-0.0388331,0.320844,-0.0993367,
0.578643,0.595986,0.570105,1.06627,1.02595,1.06724,1.07218,1.12106,1.12084,0.938189,0.797798,0.989062,2.16583,3.81676,1.85596,0.526858,1.07499,1.05459,-0.258752,0.577826,-0.30092,0.445901,1.30526,-0.185368,0.242921,-0.429321,-0.366921,0.326085,0.333452,0.0604281,0.657289,0.257547,-0.210793,-0.0317499,0.313382,-0.0903377,
0.441693,0.460345,0.427801,1.08831,1.03217,1.08927,1.09798,1.16434,1.1633,0.91878,0.732165,0.984949,2.10567,3.65869,1.71688,0.486754,1.1229,1.42219,-0.169594,0.604072,-0.339018,0.454885,1.07576,-0.158406,0.279925,-0.521314,-0.29204,0.300217,0.37078,0.0440641,0.668731,0.236052,-0.215142,-0.0233737,0.300431,-0.0999952,
0.307684,0.32449,0.286123,1.11215,1.03795,1.11247,1.12661,1.20646,1.20392,0.899665,0.6679,0.980767,2.1095,3.67238,1.75827,0.547217,1.2901,1.93874,-0.220683,0.610362,-0.41936,0.369353,0.904464,-0.181011,0.3714,-0.63086,-0.301063,0.293567,0.384233,0.0100417,0.69273,0.275479,-0.163698,-0.02938,0.258036,-0.0897116,
0.176194,0.188548,0.145137,1.13626,1.04148,1.13535,1.15826,1.25081,1.24649,0.880929,0.598646,0.974673,2.11522,3.63817,1.57715,0.587032,1.41752,2.48627,-0.110136,0.611738,-0.45995,0.391907,0.750818,-0.15586,0.422855,-0.776591,-0.244111,0.250602,0.279306,-0.0227117,0.687821,0.215157,-0.132241,-0.0142479,0.240184,-0.136495,
0.189062,0.186706,0.148565,1.13925,1.03521,1.1359,1.17128,1.25669,1.25003,0.884364,0.602128,0.970295,1.94513,3.76326,1.60671,0.68027,1.48225,2.91638,-0.19147,0.641388,-0.417807,0.378909,0.617789,-0.142759,0.543744,-0.843289,-0.210647,0.206288,0.204781,-0.0250232,0.632826,0.284937,-0.0723553,-0.0176903,0.210941,-0.109972,
0.202253,0.185029,0.152096,1.14235,1.02849,1.13634,1.1831,1.25868,1.24948,0.888209,0.600063,0.96602,1.97038,3.76389,1.53982,0.878649,1.50163,3.30421,-0.177469,0.547165,-0.462548,0.366509,0.590673,-0.172423,0.619689,-0.859856,-0.22406,0.14983,0.200933,-0.0898043,0.635058,0.229245,-0.0518303,-0.0424971,0.190337,-0.155416,
0.215513,0.183364,0.155602,1.14535,1.02105,1.13656,1.19331,1.26065,1.24886,0.893233,0.60535,0.960634,1.63918,3.80288,1.53199,0.95843,1.46396,3.54837,-0.0944441,0.580444,-0.481366,0.260592,0.511176,-0.199072,0.664562,-0.847687,-0.151692,0.206667,0.181103,-0.0541248,0.606376,0.25649,-0.0418243,-0.0456553,0.176429,-0.128841,
0.226998,0.182266,0.158863,1.14861,1.01441,1.13703,1.20401,1.26154,1.24757,0.895914,0.597663,0.954767,1.89278,3.82352,1.43479,1.06279,1.45377,3.69678,-0.0574412,0.475786,-0.49556,0.323633,0.485604,-0.190172,0.704918,-0.866556,-0.172487,0.129623,0.164991,-0.115835,0.616554,0.208663,-0.056013,-0.0552409,0.187761,-0.174405,
0.236358,0.181306,0.161367,1.15064,1.0078,1.13685,1.21178,1.26375,1.24827,0.900361,0.601853,0.946523,1.62159,4.00508,1.50719,1.02072,1.52434,3.7005,-0.0176398,0.566926,-0.396342,0.234626,0.504155,-0.179782,0.69451,-0.898236,-0.144837,0.195783,0.176604,-0.0175237,0.592218,0.283569,-0.0320963,-0.0509743,0.172969,-0.142512,
0.243109,0.180514,0.162964,1.15319,1.00349,1.13758,1.21711,1.26751,1.25063,0.902097,0.597423,0.940484,1.91406,3.90597,1.38706,1.15326,1.57875,3.8109,0.000287306,0.47908,-0.553992,0.27035,0.525413,-0.141701,0.697452,-0.905349,-0.138015,0.143375,0.184277,-0.0760652,0.599599,0.18834,-0.0328196,-0.0435655,0.159503,-0.180846,
0.247602,0.179967,0.163712,1.155,0.997434,1.13834,1.21716,1.26981,1.252,0.904804,0.60075,0.934529,1.61503,3.98653,1.39603,1.05762,1.57397,3.7923,-0.0554864,0.601525,-0.448941,0.145521,0.522652,-0.12465,0.630576,-0.933951,-0.170648,0.174348,0.174334,0.00633198,0.602343,0.255418,0.00266463,-0.0375211,0.175722,-0.139295,
0.250558,0.179614,0.163714,1.15587,0.99263,1.13884,1.21545,1.27391,1.25573,0.904996,0.595708,0.930243,1.93564,3.90916,1.3013,1.09291,1.49598,3.71222,-0.0512451,0.554525,-0.499221,0.173716,0.528857,-0.1071,0.65628,-0.92566,-0.202049,0.128407,0.172239,-0.109344,0.621693,0.179238,-0.0278106,-0.0393591,0.175169,-0.195495,
0.252186,0.179649,0.163117,1.15662,0.989822,1.1395,1.21429,1.27859,1.26037,0.904431,0.590737,0.926975,1.73464,3.91058,1.36246,1.02864,1.55575,3.66948,-0.0135488,0.586537,-0.488601,0.112834,0.515909,-0.117367,0.595252,-0.933785,-0.15146,0.150719,0.165495,-0.0480995,0.603105,0.235332,-0.0219108,-0.0252066,0.165149,-0.160982,
0.253172,0.179872,0.162304,1.15776,0.988056,1.14058,1.21262,1.2836,1.26546,0.904319,0.588771,0.924223,1.93518,3.89231,1.26274,1.03793,1.55957,3.62311,-0.0438252,0.540993,-0.548824,0.130978,0.547107,-0.0703133,0.608249,-0.931769,-0.192175,0.105437,0.153414,-0.104221,0.59966,0.17406,-0.0149039,-0.0327901,0.150297,-0.180471,
0.25347,0.179642,0.161325,1.15763,0.984695,1.14053,1.20852,1.29229,1.27422,0.902849,0.581368,0.924169,1.7908,3.86641,1.29735,1.03661,1.45672,3.54469,0.0242826,0.637421,-0.508891,0.212292,0.448732,-0.0365614,0.531698,-0.896928,-0.187449,0.165669,0.159663,-0.0446316,0.611172,0.253771,-0.0829324,-0.0281243,0.126691,-0.15499,
0.253891,0.179423,0.160697,1.15684,0.981793,1.13999,1.20374,1.29698,1.2791,0.90292,0.581041,0.924612,1.92265,3.81596,1.26716,1.071,1.45207,3.53844,9.86442e-05,0.606911,-0.568202,0.225067,0.495568,-0.0365376,0.566279,-0.861379,-0.213963,0.12644,0.171355,-0.0968542,0.628863,0.216846,-0.0602721,-0.0372437,0.134902,-0.177241,
0.253976,0.179146,0.15999,1.15604,0.978872,1.13925,1.19991,1.30601,1.28813,0.901049,0.572902,0.927086,1.8243,3.78178,1.29203,1.02019,1.37598,3.64436,0.0511509,0.643841,-0.602764,0.264279,0.45378,-0.00612296,0.524951,-0.874765,-0.202933,0.17265,0.161847,-0.0561388,0.636588,0.25164,-0.0845294,-0.03625,0.140297,-0.151821,
0.253556,0.178774,0.159588,1.15516,0.977949,1.13863,1.19826,1.3131,1.29534,0.901286,0.574985,0.925923,1.82248,3.84433,1.10903,1.08835,1.49702,3.58403,0.0466806,0.617875,-0.528818,0.346809,0.482306,-0.0319041,0.489335,-0.894475,-0.179026,0.141029,0.17412,-0.0919192,0.607521,0.207834,-0.0975592,-0.0138803,0.168021,-0.191578,
0.253726,0.17849,0.159213,1.15456,0.976534,1.1382,1.19735,1.31942,1.30175,0.900316,0.569874,0.923998,1.84288,3.96867,1.19476,0.962894,1.45918,3.64843,0.0444111,0.643851,-0.49197,0.203899,0.447929,0.00905948,0.628948,-0.901723,-0.181062,0.203514,0.128414,-0.0653841,0.626598,0.261759,-0.0934789,-0.0373957,0.173594,-0.153678,
0.254051,0.178314,0.158737,1.15368,0.975547,1.13748,1.19615,1.32599,1.30823,0.90105,0.573496,0.921866,1.77776,3.94068,1.1242,1.00002,1.51111,3.65621,0.02221,0.641867,-0.468404,0.25057,0.467788,0.0205774,0.575736,-0.887306,-0.118171,0.168589,0.164171,-0.08013,0.632331,0.197675,-0.0716454,-0.0224619,0.14987,-0.17124,
0.253888,0.178512,0.158515,1.15401,0.977057,1.138,1.19839,1.3276,1.30975,0.900985,0.568311,0.920898,1.81702,3.95111,1.2203,1.00214,1.50998,3.71139,0.0330725,0.600156,-0.574607,0.287376,0.477601,-0.0115585,0.593105,-0.856043,-0.193489,0.15528,0.167461,-0.0730882,0.606079,0.215171,-0.0825186,-0.0190128,0.184807,-0.169688,
