Pitch,Yaw  ,Roll ,inBrL,otBrL,inBrR,otBrR,EyeOL,EyeOR,oLipH,iLipH,LipCDt,dicCoeff_local0,dicCoeff_local1,dicCoeff_local2,dicCoeff_local3,dicCoeff_local4,dicCoeff_local5,dicCoeff_local6,dicCoeff_local7,dicCoeff_local8,dicCoeff_local9,dicCoeff_local10,dicCoeff_local11,dicCoeff_local12,dicCoeff_local13,dicCoeff_local14,dicCoeff_local15,dicCoeff_local16,dicCoeff_local17,dicCoeff_local18,dicCoeff_local19,dicCoeff_local20,dicCoeff_local21,dicCoeff_local22,dicCoeff_local23,
0.884308,0.844602,0.833703,1.01758,1.02769,1.01491,1.0195,0.942643,0.941949,1.02551,1.11315,1.03246,-1.86175,-0.639068,3.16961,0.299463,0.609229,-0.653398,-1.8944,-0.306462,-1.32657,-0.516617,1.06106,-0.369215,1.0741,0.781803,-0.65478,0.509147,0.205966,0.386044,-0.121317,0.109824,0.112746,-0.659193,-0.106848,0.0158021,
0.771482,0.689576,0.666879,1.03251,1.04236,1.02688,1.02633,0.907961,0.907086,1.05069,1.22232,1.05877,-2.17972,-0.0623785,2.68754,0.344152,-0.128516,-0.888494,-1.77297,0.0426071,-1.09279,-0.451805,1.23205,-0.0781514,0.799525,0.730579,-0.68959,0.518389,0.116933,0.297144,-0.0084637,0.206167,0.178783,-0.679439,-0.142477,-0.00259522,
0.659689,0.534552,0.499389,1.04768,1.05108,1.03915,1.0285,0.910062,0.909192,1.07358,1.31585,1.07711,-2.09051,0.95468,2.50883,0.621278,-0.449562,-0.965577,-1.52518,0.457785,-0.845972,0.075935,1.18321,0.277485,0.665845,0.616523,-0.686276,0.591752,0.0772422,0.22152,0.158651,0.297965,0.167819,-0.692984,-0.154568,0.0543093,
0.54797,0.379832,0.331807,1.06186,1.05704,1.05043,1.02989,0.911907,0.910985,1.09557,1.39951,1.08623,-2.17118,1.56218,2.19314,0.917217,-0.611368,-0.897613,-1.46937,0.528344,-0.537186,0.137607,1.19767,0.261863,0.699878,0.625762,-0.742008,0.642253,0.0711012,0.136945,0.128147,0.3981,0.0746726,-0.661447,-0.149279,0.0220403,
0.436718,0.225578,0.164281,1.0763,1.06023,1.06188,1.03022,0.926815,0.926014,1.11534,1.47023,1.08553,-2.17398,2.40383,1.84974,1.12056,-0.723713,-0.851203,-1.442,0.679598,-0.278588,0.291184,1.1358,0.365388,0.660616,0.470156,-0.770313,0.674507,0.00780591,0.155548,0.199026,0.420927,0.135792,-0.62807,-0.167402,0.0332838,
0.3255,0.0711929,-0.00306823,1.09067,1.06407,1.07363,1.03216,0.948385,0.947313,1.13378,1.52718,1.07615,-2.15124,2.94717,1.45134,1.23068,-0.642912,-0.631607,-1.24915,0.706564,-0.147624,0.48383,1.14654,0.403992,0.698774,0.478944,-0.76139,0.70952,0.114422,0.100383,0.215023,0.440046,0.0693956,-0.55876,-0.127271,0.013443,
0.330101,0.0723845,-0.00386779,1.08781,1.0394,1.07051,1.01507,1.02977,1.02949,1.12437,1.45792,1.03093,-1.88555,3.2869,1.39236,1.37848,-0.586118,-0.708242,-1.08054,0.797069,0.0200782,0.659434,0.976937,0.358104,0.672676,0.442846,-0.807764,0.768721,-0.0620999,0.0357298,0.279446,0.457199,0.078206,-0.528811,-0.184331,-0.00385791,
0.332347,0.0731851,-0.00402268,1.0882,1.02787,1.07127,1.01122,1.09054,1.09038,1.11352,1.38094,0.989214,-1.88309,3.56766,1.12558,1.4437,-0.589618,-0.582202,-1.12474,0.705557,-0.0739202,0.546019,0.952286,0.31833,0.672231,0.347338,-0.786327,0.657353,0.0189187,0.000932668,0.25342,0.421379,0.0564029,-0.495815,-0.150831,-0.00371888,
0.333718,0.0739682,-0.00328904,1.08851,1.02165,1.07224,1.0118,1.11785,1.11767,1.10183,1.30105,0.952083,-1.65913,4.00235,0.900594,1.41131,-0.595115,-0.586085,-1.00808,0.766704,-0.0445042,0.505411,1.00159,0.266939,0.640105,0.38453,-0.80936,0.576861,0.0405326,0.0109946,0.232717,0.3786,-0.0389932,-0.450367,-0.115747,-0.0311182,
0.334681,0.0745257,-0.00229272,1.09104,1.01936,1.07569,1.01357,1.14745,1.14731,1.09192,1.23516,0.924939,-1.76768,4.03585,0.944499,1.43188,-0.50832,-0.581662,-1.09099,0.755499,-0.158209,0.297865,1.05732,0.295559,0.62787,0.403803,-0.750755,0.487929,0.0735199,-0.0174558,0.169542,0.369427,-0.00816478,-0.436686,-0.0710556,-0.000624336,
0.334946,0.0748892,-0.000600468,1.09394,1.02168,1.07979,1.01815,1.16282,1.16255,1.08414,1.17985,0.908977,-1.76635,4.00866,0.979119,1.44265,-0.412938,-0.553636,-1.15324,0.791512,-0.217884,0.299115,0.981001,0.250093,0.667043,0.439127,-0.701893,0.454054,0.0644908,-0.0748787,0.183891,0.365018,-0.0385744,-0.40417,-0.0567395,-0.029434,
0.334962,0.0756504,0.00142802,1.09637,1.02145,1.08284,1.0192,1.17094,1.17079,1.07821,1.14297,0.901071,-1.80768,3.91324,0.959232,1.45252,-0.491945,-0.532579,-1.12682,0.748034,-0.18171,0.3168,1.00198,0.282964,0.633119,0.409569,-0.749331,0.522287,0.0958152,-0.0247064,0.207978,0.374402,-0.0204616,-0.438835,-0.081262,-0.0170914,
0.33456,0.076562,0.00346211,1.0987,1.02326,1.08615,1.02149,1.17604,1.17586,1.07504,1.12282,0.896826,-1.79261,3.85413,1.01823,1.40693,-0.395518,-0.612197,-1.20873,0.763373,-0.173965,0.317184,0.991698,0.312644,0.685297,0.337872,-0.745295,0.515889,0.0707014,-0.0056082,0.215124,0.413492,-0.019652,-0.462983,-0.0785298,-0.00766653,
0.333255,0.0776066,0.00535943,1.09949,1.02462,1.08745,1.02239,1.17586,1.17564,1.07505,1.12414,0.897553,-1.93128,3.57,1.09244,1.41536,-0.4523,-0.582195,-1.24645,0.715256,-0.1565,0.337487,0.992413,0.293081,0.673045,0.301004,-0.711973,0.535586,0.116158,-0.00648569,0.222615,0.421448,0.0199426,-0.497946,-0.090031,0.0119509,
0.331365,0.0790753,0.00717887,1.10029,1.02694,1.08835,1.02395,1.17225,1.17197,1.08008,1.15408,0.904918,-2.12882,3.42208,1.24272,1.35248,-0.472208,-0.55243,-1.31122,0.72179,-0.245139,0.315757,1.06524,0.297232,0.659078,0.318078,-0.675367,0.506486,0.112215,-0.0216476,0.21045,0.438333,0.0620647,-0.510809,-0.0767648,0.0168996,
0.329557,0.0807057,0.00853604,1.09906,1.0269,1.08715,1.02415,1.1646,1.1644,1.08501,1.18448,0.913617,-2.19603,3.23299,1.31508,1.37422,-0.594763,-0.609213,-1.37757,0.687142,-0.260012,0.338174,1.06609,0.299006,0.668034,0.194646,-0.703283,0.527991,0.144909,0.00278928,0.217127,0.43565,0.0586462,-0.545585,-0.0508426,0.0315408,
0.327708,0.0824554,0.00892415,1.09713,1.0258,1.08485,1.02334,1.15609,1.15615,1.09158,1.22108,0.919618,-2.32556,3.23483,1.29801,1.38562,-0.546633,-0.650404,-1.4085,0.629057,-0.165783,0.341029,1.0947,0.302961,0.686097,0.242436,-0.669273,0.547686,0.0664664,-0.000288821,0.255484,0.399905,0.100063,-0.540861,-0.066449,0.0303699,
0.325664,0.0842758,0.0083487,1.09569,1.02732,1.08334,1.02561,1.14864,1.14911,1.09933,1.25624,0.922941,-2.4641,3.30988,1.19532,1.36609,-0.489086,-0.651862,-1.46639,0.540315,-0.0831136,0.314051,1.21339,0.387095,0.731302,0.156025,-0.649092,0.550807,0.133221,0.0234184,0.277301,0.386296,0.10561,-0.539973,-0.0495515,0.0299544,
0.323812,0.0861398,0.00734219,1.09416,1.02754,1.08168,1.0252,1.14082,1.14147,1.1078,1.29186,0.927128,-2.60031,3.2798,1.25137,1.38513,-0.520799,-0.63743,-1.47421,0.567681,-0.112138,0.250372,1.18225,0.361087,0.734853,0.241538,-0.624563,0.540734,0.0947774,0.0212972,0.268524,0.35376,0.145416,-0.530023,-0.0453242,0.0274684,
0.3209,0.0878471,0.00618437,1.09602,1.03163,1.08356,1.02818,1.13906,1.13998,1.11821,1.33192,0.927413,-3.00236,3.43586,1.31424,1.37541,-0.385984,-0.606143,-1.66107,0.406532,-0.295536,-0.00965568,1.38458,0.479438,0.752246,0.275656,-0.538479,0.482991,0.167401,0.0529062,0.158741,0.33206,0.233286,-0.520146,-0.0154615,0.0414981,
