Pitch,Yaw  ,Roll ,inBrL,otBrL,inBrR,otBrR,EyeOL,EyeOR,oLipH,iLipH,LipCDt,dicCoeff_local0,dicCoeff_local1,dicCoeff_local2,dicCoeff_local3,dicCoeff_local4,dicCoeff_local5,dicCoeff_local6,dicCoeff_local7,dicCoeff_local8,dicCoeff_local9,dicCoeff_local10,dicCoeff_local11,dicCoeff_local12,dicCoeff_local13,dicCoeff_local14,dicCoeff_local15,dicCoeff_local16,dicCoeff_local17,dicCoeff_local18,dicCoeff_local19,dicCoeff_local20,dicCoeff_local21,dicCoeff_local22,dicCoeff_local23,
0.859275,0.833692,0.846684,0.984784,0.976113,0.983207,1.01352,1.00791,1.00721,0.887019,1.26492,0.985335,15.9277,0.561639,-1.39378,1.70199,-4.00261,3.79459,-3.23698,-2.59202,1.87503,-0.263393,0.469063,0.535695,2.04847,-1.0071,0.205324,1.30168,-0.481335,0.0808086,0.689792,-0.142828,0.610113,-0.403321,0.659924,0.20922,
0.71133,0.663728,0.693877,0.968567,0.94344,0.966175,1.02324,1.02692,1.02563,0.778183,1.53873,0.961395,16.0628,1.2426,-1.78881,2.03541,-4.34362,4.13537,-3.29994,-2.3956,2.11195,0.270855,0.206777,0.629901,1.5082,-1.25025,-0.0540209,1.66316,-0.514442,0.179666,0.69206,0.13081,0.574967,-0.324622,0.733265,0.159648,
0.559079,0.493611,0.542113,0.950296,0.904896,0.945369,1.02946,1.05349,1.05078,0.668832,1.81734,0.932779,16.3499,1.32347,-1.84871,1.83218,-4.46241,4.47462,-3.12027,-2.40959,2.55296,0.431539,0.173669,0.97551,1.21739,-1.11668,-0.425679,1.61637,-0.558186,0.210609,0.663279,0.185124,0.554114,-0.378222,0.583781,0.205603,
0.403063,0.321305,0.391339,0.932975,0.859107,0.925065,1.03441,1.08401,1.07958,0.556746,2.08922,0.918094,16.6047,0.258281,-1.45635,1.21975,-4.1294,5.00034,-2.86352,-2.01947,2.20129,0.458248,0.201285,1.18242,0.724244,-1.13206,-0.823838,1.51106,-0.688808,-0.0419971,0.749106,0.108818,0.549849,-0.252273,0.601777,0.207727,
0.245327,0.148784,0.243485,0.915559,0.812711,0.90371,1.03807,1.11598,1.1089,0.441852,2.36644,0.905747,16.8643,-0.122222,-1.371,0.83796,-3.58036,5.34004,-2.50079,-1.62119,2.36745,0.512624,-0.021027,1.30521,0.471514,-0.7731,-1.15848,1.28448,-0.728744,-0.0140234,0.709321,-0.124148,0.42915,-0.21501,0.510994,0.227209,
0.0842652,-0.022667,0.0970984,0.89948,0.763923,0.882764,1.03991,1.15417,1.14331,0.329095,2.64647,0.892676,17.4757,-0.0591854,-1.21764,0.719047,-3.53129,5.54225,-2.64797,-1.54499,2.47783,0.130086,-0.11619,1.44276,0.325875,-0.691671,-1.09779,1.29434,-0.619877,0.161318,0.632449,0.0162068,0.34596,-0.283821,0.358092,0.266746,
0.0623323,-0.0276042,0.104661,0.897765,0.738845,0.878133,1.02643,1.1892,1.17532,0.330555,2.667,0.890409,17.6487,0.245457,-1.23002,0.792336,-3.68719,5.37953,-2.65681,-1.47649,2.69678,0.188629,-0.317891,1.5173,0.280894,-0.798892,-1.06973,1.41097,-0.567573,0.285454,0.579664,0.0154311,0.301056,-0.338045,0.316787,0.261723,
0.0492524,-0.0300062,0.111653,0.897575,0.720195,0.874118,1.01623,1.21477,1.19795,0.329197,2.68264,0.896493,17.9058,0.157736,-1.36029,0.788537,-3.54283,5.37744,-2.58223,-1.34035,2.64464,0.215874,-0.33833,1.48657,0.182499,-0.816638,-1.04902,1.47194,-0.659968,0.364897,0.621637,0.0923678,0.270191,-0.31003,0.294115,0.2116,
0.0403023,-0.0312825,0.118065,0.899141,0.708279,0.873465,1.00839,1.23278,1.21388,0.326131,2.68728,0.905992,17.6508,0.0920178,-1.30595,0.859897,-3.58932,5.2399,-2.64907,-1.48944,2.71599,0.117783,-0.183214,1.6552,0.299927,-0.744829,-1.11775,1.39004,-0.637749,0.330681,0.608151,0.00578002,0.339219,-0.350371,0.293282,0.232464,
0.0356226,-0.0305123,0.123692,0.899671,0.702418,0.872122,1.00119,1.25385,1.23299,0.325287,2.69883,0.905653,17.6489,-0.136785,-1.24319,0.888514,-3.60109,5.32703,-2.64507,-1.37035,2.59135,0.238335,-0.399258,1.66705,0.245381,-0.777529,-1.06976,1.32489,-0.668597,0.400104,0.622202,-0.0619361,0.274711,-0.357543,0.257662,0.264794,
