Pitch,Yaw  ,Roll ,inBrL,otBrL,inBrR,otBrR,EyeOL,EyeOR,oLipH,iLipH,LipCDt,dicCoeff_local0,dicCoeff_local1,dicCoeff_local2,dicCoeff_local3,dicCoeff_local4,dicCoeff_local5,dicCoeff_local6,dicCoeff_local7,dicCoeff_local8,dicCoeff_local9,dicCoeff_local10,dicCoeff_local11,dicCoeff_local12,dicCoeff_local13,dicCoeff_local14,dicCoeff_local15,dicCoeff_local16,dicCoeff_local17,dicCoeff_local18,dicCoeff_local19,dicCoeff_local20,dicCoeff_local21,dicCoeff_local22,dicCoeff_local23,
0.838175,0.868459,0.863835,1.01868,1.06761,1.01147,1.06766,0.986857,0.980399,0.931765,0.903693,0.9616,5.66156,-2.45309,-2.0117,2.08983,2.72883,3.59331,-5.78825,-3.99795,-1.36045,1.45672,-0.447044,1.49662,0.516745,1.45411,0.0397831,1.33789,-0.117731,1.0256,-0.0947906,0.057541,1.17698,-0.196658,-0.226048,-0.275333,
0.675759,0.735963,0.729538,1.03631,1.13387,1.02154,1.13382,0.976232,0.962526,0.866965,0.806185,0.924224,5.20945,-2.77903,-2.04127,2.21943,2.39479,3.90525,-5.98821,-4.32048,-1.43814,1.40107,-0.59124,1.64884,0.717892,1.46456,0.187377,1.35756,-0.00915724,0.975387,-0.0369527,0.0557951,1.11783,-0.240841,-0.243297,-0.242442,
0.51301,0.602853,0.596527,1.0515,1.19737,1.02835,1.19848,0.966362,0.94506,0.801369,0.707396,0.886387,4.97472,-3.04977,-2.36455,2.47728,2.02987,4.05984,-5.98821,-4.60927,-1.51473,1.46776,-0.575981,1.63165,0.859232,1.44238,0.398182,1.27519,0.0116984,0.942785,-0.0741871,0.0801798,1.04887,-0.258224,-0.302333,-0.289697,
0.349499,0.469308,0.464342,1.06598,1.26049,1.0341,1.26334,0.957143,0.928314,0.736765,0.608966,0.850763,4.8402,-3.35822,-2.25,2.75634,1.89599,4.08552,-5.98821,-4.9124,-1.58421,1.51451,-0.479239,1.63499,0.902357,1.41476,0.528448,1.20854,0.0298647,0.942151,-0.0999189,0.0548555,1.03912,-0.249134,-0.302154,-0.281803,
0.184974,0.335481,0.332421,1.08022,1.32163,1.03949,1.32679,0.947629,0.911337,0.674012,0.510417,0.815543,4.71859,-3.56849,-2.29745,2.90129,1.91667,4.02517,-5.98821,-4.94415,-1.60941,1.48115,-0.609526,1.64941,0.893839,1.50662,0.510201,1.12682,-0.103489,0.934173,-0.0669862,0.0766629,0.974765,-0.220682,-0.318341,-0.306995,
0.0206398,0.201453,0.200627,1.09486,1.3829,1.04511,1.39004,0.942831,0.898989,0.609334,0.411112,0.778971,4.75117,-3.42114,-2.43635,2.96436,1.87278,4.05565,-5.98821,-4.93031,-1.70946,1.57565,-0.434243,1.66414,0.882527,1.5207,0.518963,1.11413,-0.0272505,0.985406,-0.0946553,0.0751923,1.00775,-0.211403,-0.337256,-0.326086,
0.0177084,0.1986,0.204727,1.09101,1.37692,1.03919,1.38674,0.949921,0.904852,0.614807,0.408884,0.780253,4.63457,-3.59254,-2.41505,3.01191,1.97538,4.07347,-5.98821,-5.08167,-1.67936,1.52664,-0.588623,1.69756,0.883435,1.5957,0.585075,1.15172,-0.110742,0.98221,-0.0850376,0.0733875,0.879049,-0.234035,-0.35231,-0.299736,
0.0148666,0.196089,0.207354,1.08901,1.3737,1.03492,1.38474,0.954946,0.909069,0.618003,0.408096,0.781241,4.4199,-3.63289,-2.47738,3.01173,2.06468,4.12991,-5.98821,-5.11419,-1.80887,1.51604,-0.688487,1.64087,0.811894,1.71068,0.632783,1.06698,-0.120891,0.967075,-0.0797674,0.061867,0.931496,-0.214285,-0.414836,-0.339702,
0.0123479,0.194732,0.208735,1.08891,1.37192,1.03335,1.38402,0.957475,0.911067,0.617968,0.407903,0.783195,4.75329,-3.66187,-2.47742,2.99923,1.89788,4.26421,-5.98821,-5.21876,-1.82468,1.46479,-0.674282,1.61357,0.830332,1.71703,0.6092,1.12683,-0.125506,0.999231,-0.121077,0.0855001,0.922277,-0.207782,-0.380191,-0.297542,
0.0100259,0.193365,0.209378,1.08932,1.36951,1.03288,1.38295,0.960231,0.913229,0.620119,0.407339,0.781811,4.56761,-3.83392,-2.55188,3.11984,1.99465,4.30902,-5.98821,-5.19373,-1.84464,1.51762,-0.702619,1.70529,0.906153,1.66653,0.56022,1.09489,-0.126171,0.989297,-0.103221,0.114571,0.89834,-0.21722,-0.355721,-0.318465,
0.00887119,0.192629,0.209631,1.0908,1.3707,1.03368,1.3841,0.964543,0.916855,0.618416,0.407241,0.782188,4.70824,-3.69045,-2.32933,3.0449,1.91814,4.20716,-5.98821,-5.23627,-1.90156,1.48286,-0.682347,1.66068,0.917154,1.69697,0.617175,1.12431,-0.0787733,0.989371,-0.103777,0.132313,0.860403,-0.209891,-0.369669,-0.305284,
0.00707101,0.190242,0.210032,1.09234,1.37212,1.03399,1.38377,0.963778,0.915434,0.622531,0.410167,0.783173,4.57112,-3.76377,-2.12254,3.1691,1.96617,4.1132,-5.98821,-5.31028,-1.7729,1.38474,-0.759378,1.78046,0.872352,1.79058,0.589912,1.09464,-0.211264,0.993649,-0.124724,0.0585835,1.03616,-0.240162,-0.460096,-0.358944,
0.0057044,0.188785,0.210715,1.09311,1.37261,1.03365,1.38292,0.963653,0.914673,0.620467,0.410951,0.784905,4.72096,-3.68746,-2.2809,3.17404,1.869,4.24434,-5.98821,-5.31028,-1.79403,1.42865,-0.628716,1.6503,0.826344,1.81532,0.663261,1.1044,-0.143783,0.998816,-0.14997,0.0995933,0.964769,-0.203749,-0.445486,-0.327409,
0.00452687,0.187245,0.210935,1.09212,1.36993,1.03143,1.38097,0.960492,0.911326,0.62506,0.414442,0.785178,4.37171,-3.92375,-2.15931,3.27519,1.91076,4.11595,-5.98821,-5.31028,-1.551,1.40237,-0.730028,1.81338,0.844446,1.8427,0.562966,1.06817,-0.339824,0.931264,-0.133467,0.0205015,0.967937,-0.281122,-0.517473,-0.33783,
0.00355818,0.185449,0.211019,1.09098,1.36965,1.02925,1.37924,0.956116,0.906997,0.631784,0.417478,0.782338,4.58053,-3.85969,-2.18317,3.24773,1.91274,4.0171,-5.98821,-5.31028,-1.41653,1.33531,-0.671996,1.82567,0.998462,1.82219,0.583548,1.08924,-0.271089,1.06931,-0.166745,0.018792,0.98244,-0.293593,-0.514695,-0.359523,
0.00367759,0.184088,0.210898,1.09052,1.36923,1.02796,1.37737,0.951834,0.902817,0.634979,0.41867,0.778985,4.60943,-3.66424,-2.24923,3.2969,1.91142,4.06436,-5.98821,-5.31028,-1.40259,1.29067,-0.579363,1.84202,0.961183,1.6513,0.524399,1.06858,-0.159017,0.984694,-0.12342,0.072908,1.00602,-0.224726,-0.495584,-0.381743,
0.00270297,0.182604,0.210424,1.08958,1.36513,1.02532,1.37132,0.953146,0.903874,0.641334,0.419394,0.77389,4.4333,-3.55332,-2.34072,3.2244,1.80283,4.16348,-5.98821,-5.27156,-1.40226,1.25179,-0.348572,1.90286,0.739006,1.80058,0.556901,1.04534,-0.113045,0.926539,-0.066995,-0.0528497,1.07354,-0.280928,-0.554281,-0.378559,
0.00129643,0.183116,0.208754,1.0887,1.36061,1.0239,1.37017,0.947803,0.89863,0.644914,0.418795,0.767518,4.42941,-3.45827,-2.25026,3.2931,1.91466,4.22755,-5.98821,-5.30831,-1.35014,1.21826,-0.476785,1.86638,0.829831,1.67549,0.428326,1.11927,-0.213756,0.988268,-0.124475,-0.0100023,0.974215,-0.23779,-0.496351,-0.363643,
-0.000526685,0.183713,0.206569,1.08729,1.35528,1.02242,1.36618,0.946877,0.897951,0.651005,0.419196,0.761948,4.50706,-3.69093,-2.3882,3.29537,1.82397,4.24407,-5.98821,-5.21515,-1.38081,1.2756,-0.416473,1.92285,0.77418,1.62588,0.524355,1.15576,-0.161596,0.942662,-0.128747,-0.0279123,1.05344,-0.244176,-0.482298,-0.375228,
-0.00107856,0.185187,0.204313,1.08599,1.35022,1.022,1.36218,0.94766,0.898883,0.652876,0.416346,0.754181,4.23807,-3.82257,-2.69238,3.07025,1.81264,4.29409,-5.98821,-5.27364,-1.43553,1.2402,-0.40171,2.06455,0.895224,1.57619,0.39893,1.17525,-0.0957369,0.988412,-0.0733303,-0.0334215,1.0186,-0.25896,-0.434633,-0.356454,
-0.00125626,0.186473,0.202859,1.08415,1.34378,1.02141,1.35669,0.949556,0.901087,0.656955,0.413557,0.749667,4.11661,-3.89691,-2.83293,3.07167,1.76197,4.09498,-5.98821,-5.24306,-1.42767,1.34001,-0.427755,1.9812,0.857607,1.5934,0.398928,1.12649,-0.0604671,0.974159,-0.0228191,-0.038946,0.940367,-0.223851,-0.395102,-0.371278,
-0.00236329,0.187688,0.202856,1.08173,1.33895,1.01954,1.35125,0.952025,0.903666,0.659326,0.411291,0.745602,4.18349,-3.77669,-3.04064,2.85717,1.74594,4.1451,-5.98821,-5.07091,-1.44618,1.32544,-0.383282,1.97999,0.912439,1.64797,0.417039,1.16584,-0.0615043,0.996692,-0.034935,-0.039107,1.00535,-0.239977,-0.41981,-0.340009,
-0.00242187,0.188817,0.20459,1.07878,1.33529,1.01805,1.34912,0.943539,0.895812,0.661887,0.410228,0.740161,4.02673,-3.76014,-3.09602,2.78616,1.7498,4.10391,-5.98821,-5.12015,-1.41738,1.21123,-0.378234,1.94718,0.908058,1.64592,0.424611,1.17434,-0.0866494,1.00034,-0.0197969,-0.0246101,0.9361,-0.257209,-0.39411,-0.369526,
-0.00241674,0.189137,0.208808,1.07491,1.33202,1.01508,1.34246,0.94299,0.895296,0.663004,0.411484,0.741481,4.12922,-4.11742,-2.84897,2.71537,1.69717,4.08797,-5.98821,-5.12523,-1.49371,1.16542,-0.501543,1.95988,0.923693,1.78007,0.492586,1.12681,-0.090705,1.0195,-0.024384,0.0225775,0.947236,-0.286462,-0.402018,-0.359368,
-0.00244002,0.189163,0.213976,1.07258,1.33,1.01304,1.33938,0.940435,0.892867,0.666705,0.415749,0.741906,4.04199,-4.19582,-2.81983,2.84673,1.85487,4.13428,-5.98821,-5.05016,-1.43085,1.26073,-0.529572,1.94048,0.867931,1.8088,0.587434,1.16234,-0.219096,1.02678,0.00783023,-0.0142935,0.908064,-0.270155,-0.419535,-0.340505,
-0.00390436,0.189197,0.219597,1.07078,1.32769,1.01059,1.33522,0.937494,0.889969,0.665311,0.418928,0.747509,4.19481,-4.26264,-2.75156,2.72756,1.71277,4.18564,-5.98821,-5.02998,-1.41621,1.17818,-0.444848,1.90983,0.802365,1.92237,0.562573,1.14847,-0.2772,1.02882,0.0457277,-0.0553739,1.01233,-0.27122,-0.449242,-0.355007,
-0.00610483,0.189562,0.224407,1.07027,1.32404,1.0086,1.33156,0.938421,0.890439,0.664092,0.421843,0.750617,4.18895,-4.18728,-2.86841,2.69654,1.69633,4.22506,-5.98821,-4.97213,-1.35956,1.17486,-0.540255,1.98272,0.755465,1.92917,0.499447,1.1799,-0.352462,1.02055,0.0643273,-0.0791159,0.98148,-0.256264,-0.50946,-0.355214,
-0.00779055,0.190709,0.227849,1.06999,1.31774,1.00664,1.32711,0.937592,0.889202,0.664106,0.427672,0.756964,4.33661,-4.25326,-2.69619,2.58521,1.62937,4.2757,-5.98821,-4.88905,-1.33913,1.05768,-0.506662,1.99812,0.728875,1.92065,0.484806,1.19952,-0.424284,1.06881,0.0677481,-0.0791606,1.01563,-0.296186,-0.539078,-0.364195,
-0.00998591,0.192397,0.229906,1.06987,1.31084,1.0051,1.32284,0.940499,0.891878,0.664497,0.433486,0.763417,4.14809,-4.30225,-2.82031,2.7511,1.72448,4.33061,-5.98821,-4.71265,-1.32163,1.13675,-0.359153,1.97926,0.755766,1.80211,0.47587,1.23256,-0.410106,1.01587,0.0947175,-0.0911153,1.02396,-0.266143,-0.50513,-0.344379,
-0.0113538,0.195697,0.230563,1.06966,1.30307,1.00388,1.32005,0.941835,0.893357,0.662496,0.434195,0.769087,4.36386,-4.44345,-2.70742,2.664,1.60684,4.36643,-5.98821,-4.70181,-1.41497,1.15115,-0.220681,1.91133,0.784131,1.73513,0.514507,1.21804,-0.314454,0.981589,0.111776,-0.0564684,1.00942,-0.255559,-0.449165,-0.338975,
-0.0115338,0.199163,0.230881,1.06904,1.29359,1.00265,1.31505,0.941443,0.893026,0.662632,0.4345,0.77148,4.13538,-4.2832,-2.78853,2.69683,1.63211,4.43769,-5.98821,-4.634,-1.29742,1.11631,-0.112708,1.98282,0.758429,1.63402,0.415251,1.24193,-0.264864,1.00552,0.121561,-0.0739023,1.02555,-0.249545,-0.442901,-0.326221,
-0.0118546,0.203023,0.23121,1.0682,1.2856,1.00224,1.31317,0.940414,0.89257,0.661815,0.433305,0.772334,4.35739,-4.62657,-2.94754,2.83353,1.7914,4.44289,-5.98821,-4.54746,-1.32088,1.12905,-0.0769395,1.92668,0.762443,1.51599,0.517066,1.2397,-0.293563,0.993001,0.103191,-0.130714,1.04316,-0.216031,-0.405531,-0.326046,
-0.0112391,0.207333,0.23175,1.06637,1.27952,1.00136,1.31206,0.933037,0.886093,0.660717,0.435361,0.776011,4.31388,-4.90437,-3.06388,2.7362,1.90046,4.34879,-5.98821,-4.4172,-1.31166,1.16659,-0.0435739,1.86245,0.758953,1.43415,0.546992,1.27099,-0.219662,1.01225,0.109288,-0.140307,1.0031,-0.231995,-0.400795,-0.311338,
-0.0102525,0.210948,0.232195,1.0637,1.27239,1.00042,1.30979,0.925898,0.880059,0.661759,0.437874,0.779314,4.31388,-5.26746,-3.02782,2.89284,1.82497,4.29398,-5.98821,-4.46025,-1.35355,1.11749,-0.0936965,1.94179,0.769906,1.35065,0.504911,1.25885,-0.239986,0.961413,0.124849,-0.0780381,0.95569,-0.241835,-0.373208,-0.304887,
-0.00783908,0.21439,0.232808,1.06042,1.26608,0.998472,1.30463,0.918023,0.873109,0.660124,0.437907,0.783474,4.33541,-5.16066,-3.11236,2.76603,1.6919,4.20327,-5.98821,-4.29819,-1.31549,1.09026,-0.0136183,1.91095,0.763951,1.32652,0.463272,1.28602,-0.200877,0.967065,0.131777,-0.140231,1.11781,-0.283353,-0.390676,-0.314164,
-0.00482847,0.217492,0.23268,1.05816,1.26116,0.997323,1.30046,0.909577,0.865767,0.660324,0.438766,0.782766,4.49559,-5.24072,-3.14397,2.77265,1.84252,4.18051,-5.98821,-4.27112,-1.32088,1.06293,0.0458768,1.92961,0.801913,1.25602,0.468548,1.34519,-0.215029,0.993202,0.117709,-0.188946,1.16107,-0.298665,-0.375131,-0.30022,
-0.00189351,0.220616,0.232248,1.05448,1.25571,0.994814,1.29389,0.901856,0.859326,0.657848,0.439036,0.78657,4.46076,-5.42951,-3.16408,2.76956,1.73204,4.04126,-5.98821,-4.17711,-1.23718,1.11292,0.0830718,1.94715,0.720521,1.17377,0.463323,1.33053,-0.175859,1.00636,0.170742,-0.191041,1.20355,-0.271742,-0.387019,-0.302124,
0.00324358,0.223745,0.230884,1.0508,1.24953,0.992578,1.28716,0.893262,0.851848,0.656945,0.438239,0.788679,4.75117,-5.36037,-3.14562,2.64264,1.69789,3.98091,-5.92528,-4.08986,-1.14556,1.05745,0.0966863,1.98485,0.959516,1.1108,0.375379,1.4096,-0.158667,0.978953,0.212678,-0.154293,1.07359,-0.307617,-0.311972,-0.270068,
0.00826531,0.226665,0.229316,1.04748,1.24278,0.989944,1.27936,0.888238,0.847532,0.652289,0.434451,0.792268,5.08028,-5.49595,-3.04334,2.51682,1.59437,4.01465,-5.91691,-4.0517,-1.09082,0.902172,0.113321,1.95331,1.02569,1.06855,0.533081,1.39974,-0.106468,0.976015,0.225642,-0.166616,1.15695,-0.363601,-0.378937,-0.306559,
0.0150785,0.229378,0.226745,1.04466,1.23565,0.987378,1.27189,0.886317,0.846274,0.648284,0.427604,0.789538,5.03482,-5.31344,-3.22881,2.59211,1.67404,4.02559,-5.64077,-3.98905,-0.968859,0.917566,0.140905,2.02674,0.950773,0.990311,0.420207,1.37461,-0.143104,0.978586,0.222191,-0.139673,1.11432,-0.339808,-0.39869,-0.320821,
0.0217677,0.231689,0.223524,1.04063,1.22637,0.984541,1.26569,0.880486,0.841259,0.642614,0.422187,0.791407,5.27298,-5.73409,-3.19501,2.77044,1.55896,4.05495,-5.60712,-3.94263,-0.968605,0.933401,0.111,1.89061,0.899522,0.742309,0.441112,1.37435,-0.0423497,0.842347,0.213903,-0.0865018,1.08907,-0.312656,-0.316374,-0.2676,
0.0271097,0.233773,0.221449,1.04145,1.21175,0.985773,1.25585,0.886111,0.845919,0.628095,0.425773,0.799098,7.07916,-4.44455,-2.16851,2.06743,2.16037,4.4636,-4.22767,-2.84794,-0.864278,1.01042,-0.560132,1.57047,0.165744,1.01626,-0.297194,1.49744,-0.181341,0.885046,0.050189,0.162456,0.959517,-0.293784,-0.473435,-0.148571,
0.0330469,0.235616,0.219358,1.04431,1.19954,0.988847,1.24961,0.894693,0.853029,0.617074,0.427182,0.80576,7.34004,-4.29488,-1.74051,1.74203,2.53199,4.54217,-3.79378,-2.5448,-0.587331,0.979495,-0.678983,1.66354,0.143915,1.13992,-0.400091,1.45968,-0.183601,0.916568,0.0864922,0.138314,0.841611,-0.324334,-0.490773,-0.141878,
0.037458,0.237454,0.217704,1.04921,1.19277,0.993314,1.24576,0.905651,0.862104,0.609348,0.43182,0.815787,7.21197,-4.11015,-1.35088,1.63466,2.71391,4.48632,-3.77383,-2.63875,-0.497581,0.95231,-0.809831,1.59526,0.077303,1.17391,-0.264438,1.45544,-0.137096,0.80992,0.163538,0.115688,0.792793,-0.338677,-0.501248,-0.144474,
0.0410434,0.23991,0.216118,1.05432,1.18651,0.998487,1.24325,0.917602,0.872251,0.601166,0.439485,0.830674,7.48261,-4.19421,-1.15511,1.49827,2.44361,4.5547,-3.93368,-2.57345,-0.648348,0.959723,-0.68164,1.48783,0.130692,1.06536,-0.254072,1.40508,-0.0292391,0.755728,0.181833,0.112621,0.9038,-0.36026,-0.478906,-0.0744409,
0.0413541,0.243614,0.215624,1.05964,1.18682,1.00347,1.24389,0.923645,0.876505,0.593203,0.447671,0.854366,7.24727,-4.35775,-0.970439,1.50689,2.44651,4.4041,-4.00295,-2.68317,-0.705147,1.09369,-0.726737,1.39834,0.0161032,1.01598,-0.23511,1.3442,-0.0366087,0.746664,0.160205,0.00533611,0.960912,-0.331148,-0.543964,-0.0649668,
0.0400578,0.250062,0.21642,1.06745,1.19297,1.01088,1.24834,0.935664,0.886688,0.583718,0.457617,0.87498,7.53623,-3.894,-0.791756,1.22957,2.31521,4.32784,-4.03416,-2.57521,-0.778703,0.907176,-0.466789,1.30702,0.299347,0.851716,-0.155908,1.28342,0.171244,0.857099,0.115739,-0.0234729,1.04477,-0.370004,-0.448934,-0.0358757,
0.0382057,0.256374,0.216947,1.07204,1.21025,1.01595,1.26126,0.941048,0.891737,0.584486,0.4593,0.893782,7.32454,-3.68194,-0.472475,1.28245,2.32836,4.23018,-4.29605,-2.82065,-1.00657,1.06765,-0.589865,1.28773,0.324821,0.747043,-0.0577254,1.22837,0.227667,0.869866,0.0822795,-0.0392033,1.01312,-0.321112,-0.468356,-0.0649022,
