Pitch,Yaw  ,Roll ,inBrL,otBrL,inBrR,otBrR,EyeOL,EyeOR,oLipH,iLipH,LipCDt,dicCoeff_local0,dicCoeff_local1,dicCoeff_local2,dicCoeff_local3,dicCoeff_local4,dicCoeff_local5,dicCoeff_local6,dicCoeff_local7,dicCoeff_local8,dicCoeff_local9,dicCoeff_local10,dicCoeff_local11,dicCoeff_local12,dicCoeff_local13,dicCoeff_local14,dicCoeff_local15,dicCoeff_local16,dicCoeff_local17,dicCoeff_local18,dicCoeff_local19,dicCoeff_local20,dicCoeff_local21,dicCoeff_local22,dicCoeff_local23,
0.851685,0.863324,0.847882,1.00095,1.00372,1.00213,1.00883,1.0147,1.02037,0.956889,0.918775,0.990816,5.54698,2.34231,2.45695,0.311379,-1.13959,-1.72963,0.0420567,-0.434213,1.60279,-0.385338,-0.343892,0.577523,1.16725,-0.766236,-0.0730051,0.836268,-1.11961,0.608939,-0.271351,-0.0927065,0.205857,-0.339525,0.145958,0.120772,
0.702404,0.727088,0.694546,1.00635,1.01259,1.00825,1.02331,1.02045,1.03152,0.913675,0.838572,0.97924,5.64725,2.36105,2.60701,0.409252,-0.655179,-1.67607,-0.00490059,-0.576823,1.3356,-0.554358,-0.258445,0.531106,1.20153,-0.755387,-0.135735,1.02188,-1.07136,0.634555,-0.389707,-0.0594102,0.21025,-0.418376,0.121493,0.0668769,
0.5528,0.592566,0.541163,1.00869,1.01874,1.01176,1.03301,1.01831,1.03499,0.86982,0.761287,0.979863,5.72563,1.41025,3.0448,0.74324,-1.17195,-1.70875,-0.123301,-0.662361,1.11443,-0.426529,-0.142603,0.472428,1.32071,-0.519711,-0.162724,1.01791,-1.11,0.650848,-0.498887,-0.0464403,0.292623,-0.398084,0.229171,0.0429819,
0.402554,0.458919,0.387097,1.01109,1.02377,1.01471,1.04278,1.02303,1.04502,0.824618,0.683018,0.980402,5.78755,1.01009,2.76473,0.852517,-1.21672,-1.5006,-0.388749,-0.698772,0.809419,-0.242388,-0.335212,0.681564,1.33874,-0.338029,-0.249588,1.01413,-1.22751,0.760936,-0.5407,-0.0157828,0.26074,-0.472442,0.198544,-0.00811012,
0.25133,0.326084,0.232696,1.01341,1.02834,1.01769,1.0496,1.02343,1.05018,0.780719,0.600198,0.967003,5.72521,1.1255,2.01919,0.806508,-1.07754,-1.32813,-0.288833,-1.05067,0.790271,-0.469118,-0.650343,0.909472,1.3222,-0.0420805,-0.534302,1.05523,-1.23028,0.788862,-0.617616,0.0687539,0.235559,-0.338174,0.170601,-0.0543181,
0.100285,0.195005,0.0777824,1.01402,1.03275,1.01871,1.0544,1.0125,1.04389,0.734013,0.518025,0.959299,5.79062,0.699628,1.81323,0.736308,-1.19188,-1.54312,-0.530991,-1.10358,0.672322,-0.37179,-0.692136,0.637775,1.18576,0.0551335,-0.634749,0.99376,-1.23204,0.794019,-0.544735,0.0622284,0.146137,-0.427323,0.108466,-0.0132642,
0.0959939,0.200552,0.0742521,1.01733,1.03826,1.02088,1.05618,0.9742,1.00367,0.729493,0.518855,0.966426,5.50165,0.5889,1.9458,0.396514,-0.904346,-1.19879,-0.943969,-1.08877,0.278005,-0.845316,-0.600606,0.383033,1.11988,0.214551,-0.498673,0.969135,-1.12893,0.848123,-0.644272,0.100085,0.0768179,-0.379287,0.0873572,-0.0155477,
0.0910208,0.205442,0.0704732,1.0244,1.05014,1.02699,1.06719,0.949148,0.976404,0.725652,0.511297,0.976626,5.39464,1.10471,1.86816,0.0114903,-0.175769,-0.860688,-1.08766,-1.4232,-0.48484,-0.98844,-0.581745,0.267156,1.21721,0.0555506,-0.426229,0.821514,-1.06911,0.776533,-0.59066,-0.18261,-0.0330462,-0.32055,0.0431253,-0.0152076,
0.0862845,0.20775,0.064964,1.03667,1.06646,1.03774,1.08813,0.930297,0.955278,0.724281,0.499706,0.962157,5.07661,2.00522,1.59483,0.0631698,0.128161,-0.627091,-0.968941,-1.5111,-0.213101,-1.1932,-0.421643,0.21159,1.23622,-0.251075,-0.373856,0.888831,-1.04261,0.865211,-0.643903,-0.294947,0.0580788,-0.286773,0.0605425,0.0332842,
0.0855145,0.209953,0.0578731,1.04052,1.07358,1.04201,1.0991,0.908039,0.932034,0.723917,0.490886,0.93528,5.07055,2.59607,1.1359,0.420503,-0.497421,-0.972981,-0.546986,-1.14965,0.964563,-0.711253,-0.269,0.240506,1.41611,-0.763446,-0.351076,1.15867,-0.920574,0.849878,-0.350997,-0.267846,0.152275,-0.309118,0.175551,0.121428,
